Variable,Importancia Media,Desviación
Exp_plomo,0.9619393400701658,0.04316399647905681
Precipitaciones,0.44066607369321137,0.03324380166037146
Pesticidas,0.3000310718429783,0.018163824969091864
Contaminacion_aire,0.29409696733747054,0.030073114157673518
Muertes_agua,0.17863434613419868,0.02247255131547213
