Variable,Importancia Media,Desviación
Exp_plomo,1.0519412442388556,0.04715914449484085
Precipitaciones,0.3961374182887486,0.02815677294588997
Pesticidas,0.26515045377352175,0.02296128300186444
Contaminacion_aire,0.25281434511778705,0.02622905652956966
Muertes_agua,0.058226209021916775,0.012832984374655056
