Variable,Importancia Media,Desviación
Exp_plomo,0.6832055638904351,0.02876887271960139
Muertes_agua,0.3940687103915685,0.04176072667139461
Precipitaciones,0.2692844692179454,0.01854599589556934
Pesticidas,0.25838711925061386,0.020494353012624738
Contaminacion_aire,0.177975926815923,0.019694666250314585
