País,GLM,RF,XG,SVR,KNN,MLP,Parkinson_Predicho_Promedio
Austria,218.1712137129217,284.82941648000093,304.1247253417969,240.86408606390376,235.23863338311628,786.2127469846109,344.9068036610584
Belgium,319.3543399579527,298.9189772699983,308.1374206542969,231.3647638399874,224.7817649830803,308.8085388607682,281.89430092768066
Brunei,61.274187240128896,53.267169682000095,51.95845413208008,38.14158777496474,30.344084719109073,59.382356369772474,49.06130665300922
Cyprus,244.70841816355102,225.55636286000328,227.14630126953125,163.11052451922572,160.5900801742879,242.91345688187872,210.670857311413
Denmark,303.9011786492388,285.0446934700037,284.21331787109375,193.31871437203108,180.86682737536984,308.7028310721963,259.3412604683222
Ireland,260.8347068236184,239.20329012999653,228.6478729248047,165.0469430461117,156.9371031837391,269.7249901686681,220.06581771282308
Israel,274.57098066878586,247.7121167100034,250.8802032470703,203.07751809260415,211.63893681221643,268.2199407981073,242.68328272146456
Italy,294.6330154360943,303.0768220100013,310.4839782714844,309.4791287090387,320.327202152014,330.97504619976223,311.49586546306585
Japan,183.73928777653734,178.79148909000102,172.0640411376953,132.00749667386987,145.9219208535319,185.54519664619625,166.34490536297196
Lithuania,217.15172410306198,192.68656067000236,199.26963806152344,147.53191935568938,134.22966789096338,212.80852643775285,183.94633941983224
Luxembourg,268.935419729753,255.15280719999765,265.1191711425781,212.91387698878003,216.68715590384787,264.1403783914201,247.15813489272946
New Zealand,1.8038732824623814e+25,108.35666157399847,112.94517517089844,88.51091146739829,85.19464604811155,518.2788261782116,3.006455470770636e+24
South Korea,155.8873920082505,129.47006478600133,153.19082641601562,75.27735624539541,91.67629302971656,159.41984659547353,127.48696318014215
Ukraine,172.71517796679262,173.41516577000073,161.48658752441406,148.1430632763352,140.70846449271653,182.94390796038704,163.23539449844102
Finland,379.4718959642496,319.69142177999925,361.9117736816406,232.3870637450547,278.9180789619027,369.4763160449338,323.64275836296343
France,355.3644846386609,338.2538932799974,334.4444274902344,233.88493746132212,227.69251032791183,353.7540917523104,307.23239082507286
Germany,460.8494087248121,428.46845449999944,445.32525634765625,311.0260849113192,344.27118039828844,472.4318792589337,410.39537735683484
Greece,394.43580246238974,350.5515995299978,358.12982177734375,251.72641707842777,216.7536826210965,378.6716734828815,325.0448328253562
Iceland,292.05300706763524,267.8207690400022,273.0350341796875,219.65472230325292,206.91377352395608,286.7192037526123,257.69941831119104
Netherlands,1676220.5428799503,322.6783146499982,316.31732177734375,287.61324110042153,295.0429720432317,483.70471554787974,279654.31657417817
Norway,189.18208003570743,167.47990975399932,146.17105102539062,94.45108884829509,84.08415818014252,207.2332962706285,148.10026401902724
Portugal,288.2098221472928,268.07110885000134,275.0723876953125,177.8904226639693,216.0494021385591,287.60529624002504,252.14973995586
Spain,377.8855688794834,405.8761430300023,414.77496337890625,342.505377459483,386.52253248270154,430.21464575519474,392.96320516429523
Sweden,294.2855390517445,254.03332384000169,258.90924072265625,197.19790404919354,191.50716136907758,277.944350779651,245.64625330205408
Switzerland,321.6816546867076,314.21880790000176,311.50189208984375,244.83636501874412,239.71831032150146,321.83625976378005,292.2988816300965
Antigua and Barbuda,87.85646669767183,85.2724447559991,89.52146911621094,64.64795891910873,57.94405692876516,92.66198234796005,79.65072979428597
Argentina,147.14378085496094,129.35642921600012,124.02534484863281,110.8297965540737,115.38198364801954,138.95949056167825,127.61613761389424
Bahamas,79.59211797628812,69.92383001199946,70.53963470458984,52.2286207853185,51.15778964122974,79.36269370125798,67.13411447011393
Belize,46.6786371794045,44.39227196500019,45.64929962158203,35.69633208575366,33.0285332734859,47.74748397919694,42.19875968407053
Canada,399.21975604151555,379.5115015900041,365.24468994140625,256.65480840733966,247.6371773107619,405.6329812278543,342.31681908648034
Chile,168.2468240987771,140.2262399660007,172.07054138183594,95.66491230444775,64.71111302538665,175.18130784503487,136.0168231035805
Cuba,119.278403831826,111.08368982299905,120.50791931152344,74.57412738104681,74.59196907265442,121.89994241244749,103.65600863874954
United Kingdom,282.5683858526811,280.032619340001,269.7497253417969,254.6645493769399,247.7406836995138,297.90013094039284,272.1093490918876
United States,205.80454447916762,190.94148598000206,195.55210876464844,153.72045306879195,143.28258563409125,209.99778109244374,183.2164931698575
Uruguay,205.68311413351623,198.34098114600255,195.12841796875,148.68500723033884,135.42867275571746,208.79230966923365,182.00975048392647
Dominican Republic,64.19797823878234,59.553738312999876,62.550174713134766,41.15934863320457,40.35243713884917,70.58523837122935,56.39981923470001
Jamaica,70.5924275403245,75.79760630899962,77.90958404541016,57.477603721924474,61.91749355543396,79.34406314929238,70.50646305356418
Saint Vincent and the Grenadines,74.53642832343962,77.46703683499913,72.45414733886719,49.63712295872458,51.043569421948256,73.61195680918539,66.4583769478607
Suriname,68.40476110491791,59.70139789899893,61.61798858642578,42.71906192933799,35.824011081296476,75.65688889750662,57.32068491641396
Bolivia,120.96227198773795,113.55978990700011,108.60267639160156,77.48138371969209,65.69811626655492,122.95996807294074,101.54403439092123
Colombia,101.97629185546171,93.96056702800051,94.70388793945312,58.45782978327143,52.199131357456444,102.15660780278425,83.90905262773792
Costa Rica,114.04786727082248,107.63748109899868,107.82467651367188,68.65992633125612,65.72561926338926,114.76466241088526,96.44337214817062
Ecuador,140.29203734753946,121.75516687899974,122.20568084716797,78.52947256512873,62.36965176254047,144.28850753736663,111.57341948979051
El Salvador,85.35889281573166,85.92653971699932,85.844970703125,61.784195959179364,58.14456095408002,93.39227284449596,78.40857216560188
Guatemala,52.1388421115741,47.729680151000466,51.16370391845703,34.758180021254056,30.927873942848983,50.88072749686004,44.59983460699911
Haiti,31.679840843331963,31.302477183000363,31.653663635253906,27.630636106566808,28.421201265761464,41.09455253532292,31.963728594872904
Honduras,65.87475876580997,54.667299266000256,59.761837005615234,44.18297813668602,39.13313890986622,62.36369777644662,54.33061831007072
Peru,149.10618272856024,137.49926885800096,134.71766662597656,93.14918559860469,78.87483646482994,156.10598075797984,124.90885350565873
Trinidad and Tobago,90.02764916684335,80.97792829900098,80.22801208496094,54.47775663321759,52.54983248681121,91.16057242550093,74.90362518272251
Algeria,67.19598046779927,63.0669466340004,64.59937286376953,43.760555053549666,39.4695705036968,67.89822449121934,57.66510833567251
Brazil,101.36991059119887,91.7749484490008,92.1243667602539,61.96132235946341,53.39543990227925,99.38951174157495,83.33591663396186
Mexico,83.96108982743789,81.53675589099946,80.91642761230469,54.70971418686867,50.47704568256028,86.0686791796498,72.94495206330346
Nicaragua,76.81557550660469,65.36832564100001,71.49296569824219,47.891657436688064,42.59363959179367,70.38754917446005,62.42495217479811
Panama,114.43764556026204,98.77281091499995,102.51204681396484,68.48310410475783,69.01066542404475,105.82011482177087,93.17273127330004
Paraguay,71.3917352958092,63.628151412999195,63.681312561035156,49.428275435708315,50.30455385971222,66.16819092833211,60.76703658226603
Bahrain,48.104714441334664,42.58611175600031,43.751792907714844,28.1857741962381,26.519597384320715,47.95481803646562,39.517134787012374
Egypt,66.28131206410974,58.48374222299946,57.19039535522461,43.057776940293785,41.634987256363075,63.97330951297222,55.103587225327146
Iran,83.96302721854234,73.50599363099994,67.88743591308594,47.19278856716109,40.26162848499552,80.70706487088026,65.5863231142775
Iraq,46.59409634264945,40.88772013000011,44.08921432495117,30.329484796719612,25.737962387417188,46.06462221291643,38.950516699108995
Jordan,34.481140259156966,32.41227097300001,29.839162826538086,22.157656707857964,21.210810863633967,34.41177951972268,29.085470191651613
Kuwait,42.779720457959975,44.888837496000455,43.56598663330078,32.183853082559274,33.207409354805186,47.60984162090801,40.70594144092228
Lebanon,101.10658263453003,97.6198745090004,96.7448959350586,69.03267496573584,82.58325877562791,104.92445539389695,92.00195703564161
Libya,54.73997125137746,48.55436051799987,59.08740997314453,37.74238659800059,35.51084997744954,63.09638400948556,49.78856038790959
Morocco,86.08196408758735,76.35025631300117,76.20698547363281,48.87767639636338,43.03719636132559,84.46270141955779,69.16946334191134
Oman,39.17763163470877,37.735820556000334,38.211830139160156,31.45631942011167,31.337074607934948,45.07234489323589,37.165170208525296
Palestine,38.087162421912765,37.5074146020006,37.82188415527344,28.82121366658716,27.160003240814802,38.3453322457063,34.62383505538251
Qatar,34.517505562470035,26.73792692599959,27.561147689819336,23.38825473797504,22.962668067705575,30.420207063954656,27.597951674654038
Saudi Arabia,45.08810671230211,40.294800528000174,37.81706237792969,30.831559023722264,31.13772093995032,44.13083587752737,38.21668090990532
Syria,87.36665181917641,69.49031898499935,66.79142761230469,32.875327785803954,23.979742966282455,73.69958515540777,59.03384238732911
Tunisia,105.15076394816012,88.80938107900087,94.41036987304688,56.39159323360414,52.322615222156244,99.09600707713935,82.69678840551794
Turkey,100.60643094342777,92.3786818039991,96.10106658935547,53.08419601390663,44.403755176260006,110.62817378876177,82.86705071928513
Angola,18.81006576321588,18.30573639799991,18.162851333618164,16.731930920510553,15.62003143757433,18.434633209203586,17.677541510353738
Bangladesh,68.92761209530987,54.54358435799965,63.3629264831543,36.14277533032027,26.653317682099786,66.90762855767643,52.75630741776005
Bhutan,73.78125832248735,63.00482614499961,65.67352294921875,38.932824301268774,34.01926401626358,70.6238901947738,57.67259765483531
India,74.40881887133844,69.2533599859996,68.15470123291016,47.10105470157408,40.400089945554406,75.54510698493391,62.4771886203851
Nepal,69.07832511062746,44.12498879999954,52.19752883911133,32.09790094000165,29.247605553958824,71.78632310473564,49.75544539140574
Pakistan,40.429680201933145,38.017322232999646,38.10017013549805,34.1294511263806,32.95210499593265,39.619162028713276,37.207981786909556
Burundi,17.478599757347205,17.467181327500118,17.652463912963867,17.291529400790218,17.130592862939377,20.511613537999136,17.921996799923324
Central African Republic,19.02737293513067,18.531357831999948,18.673601150512695,17.29281249876442,17.500625124261582,19.33779478382274,18.393927387415342
Congo,33.21171057590805,28.17626532400033,26.480579376220703,24.434102742356064,22.732299089710327,31.20171019669761,27.706111217482178
Democratic Republic of Congo,20.308271090787404,19.226983417999868,19.14150619506836,18.19541659428163,17.659075797649315,20.99210953607307,19.25389377197661
Equatorial Guinea,21.873644870317563,21.148349334000255,21.2602481842041,19.372299609214345,17.988200246206944,26.543094953357265,21.364306199550075
Gabon,42.23393473615468,38.560383883000284,38.02079391479492,34.90028760012959,32.69880954652496,47.434413480699156,38.97477052688393
Comoros,34.08573455057387,32.85134004699978,32.12394332885742,25.563241572371982,24.673377256601587,35.85017554822573,30.85796871727173
Djibouti,24.47518175242787,22.950145944999594,21.28274154663086,17.193032389708392,16.4514907168846,25.56341660697484,21.319334826271028
Eritrea,20.322131033799636,19.244606891499917,18.97112274169922,15.651513842505848,14.580721433406785,20.518565179730466,18.214776853773643
Ethiopia,21.674924903155272,20.71469537900009,20.94540023803711,18.174257165564104,16.610149168418072,24.61779230462396,20.456203193133103
Kenya,25.114940685084733,22.992902300000107,21.03754234313965,19.448769576580915,17.938235004221482,25.195388300364787,21.95462970156528
Madagascar,16.995058263017746,16.27465327550024,16.586406707763672,15.3523056236846,14.315257613663238,18.66279080857499,16.364412048700746
Malawi,18.877523221415377,18.428834079999906,18.454965591430664,17.48103880376539,16.379437645575965,19.650821223767995,18.212103427659216
Mauritius,119.93824681743212,104.19164177099975,106.79235076904297,66.81757619909911,63.16850155151993,112.26501863974501,95.52888929130648
Mozambique,17.073903077126236,17.099770531999987,17.734153747558594,17.02689642066175,16.86353560778614,17.54774561776743,17.224334167150023
Rwanda,22.723616982634173,21.627157740999834,21.14682388305664,17.711619358702247,16.0287806862316,25.64736268027413,20.81422688864977
Seychelles,105.64693215826242,100.29429333400103,101.45101928710938,79.93666322554536,79.17678793100228,135.43498383971414,100.32344662927244
Somalia,11.91684307908928,11.58397640650014,11.49470043182373,11.776913,11.204570255733135,13.344110713591588,11.886852314456313
Uganda,17.607956685164737,17.072769329500016,16.805967330932617,15.59258433732726,14.025679413744783,19.04685182123651,16.69196815298432
Tanzania,22.770328060382894,22.071106957999923,21.391450881958008,19.583557971829062,18.58768023703528,25.07454562869355,21.579778289649784
Botswana,34.40577753634109,32.326745658999755,30.988500595092773,24.857458492203744,22.988771583738018,34.96425703171717,30.088585149682093
Lesotho,29.60706048778336,28.181416158999546,28.535785675048828,26.244322389225903,26.36692540208535,29.1374508413168,28.01216015907663
Namibia,31.98565490214745,30.29687856099984,29.30999755859375,24.61333110413316,25.252502137628593,40.723984958183124,30.363724870280986
South Africa,47.909954063065356,42.32589866200032,46.610538482666016,35.47749940164544,30.93350913149962,48.22686857477347,41.91404471927504
Eswatini,27.396149898108828,25.31933509500004,26.162609100341797,20.43120715185746,18.17946638676633,31.401146538358745,24.8149856950722
Benin,26.336204222577187,23.326687108999884,23.808496475219727,22.589376296973573,22.001837287899438,26.545164717042177,24.101294351451997
Burkina Faso,24.269891858767917,23.776606619000244,23.719297409057617,23.2425205,22.77567967705951,29.400156012649422,24.530692012755782
Cape Verde,64.13879533812437,60.38368703499945,61.69090270996094,49.34007024645066,41.06296794462196,66.02201811919684,57.10640689889237
Cameroon,26.61235488580681,25.042103046000147,25.572248458862305,23.378571201591015,22.550020175804708,26.35332832758762,24.918104349275435
Chad,18.72172183456496,19.30924704900009,18.9558162689209,20.54009616156576,19.355985138760836,24.533347263136864,20.236035619324902
Cote d'Ivoire,23.706591543516364,23.663441790999798,24.175649642944336,19.455339367679642,16.95491693118383,26.947536865422933,22.483912690291152
Gambia,29.46407796814738,26.64489219899987,27.364004135131836,22.677664376164422,24.985238492361514,28.502862730071556,26.60645665014609
Ghana,28.47084969560255,26.86512724199979,25.54269027709961,22.64118912906708,22.74174200681264,27.997341842448023,25.709823365504946
Guinea,25.14665851951634,27.572006417000107,27.0092716217041,29.82213660234601,31.664020462246715,27.86197591079839,28.17934492226861
Guinea-Bissau,19.26225237874521,19.415764655000167,19.367717742919922,19.05136006472424,18.678923783862352,19.97848434922159,19.292417162412246
Liberia,21.626199517204,22.2020656830002,20.31423568725586,25.187505727593518,24.401938684652755,23.970652668470834,22.95043299469619
Mali,19.765743712320628,19.640218780999945,19.658977508544922,19.80223,19.301020874366053,20.598029743098575,19.79437010322169
Mauritania,32.159292415765904,30.92086836899957,30.113004684448242,28.56375089452364,27.491694953903494,34.228936755147814,30.579591345464774
Niger,17.084303967076156,16.552846646999907,16.462722778320312,15.979111249999999,15.501658372082975,16.95753897003452,16.42303033075231
Nigeria,25.87223627848552,25.675899666999815,26.11640739440918,24.87892064841404,25.463544600153988,26.606463169850755,25.76891195971889
Sao Tome and Principe,36.94854638595615,36.10360450600036,36.706268310546875,32.99089370811274,30.951470336366384,46.38630138180887,36.68118077146523
Senegal,32.65657560284038,31.637929139000256,31.750608444213867,26.970984639676068,25.93610183740396,33.90583378887723,30.476338908668623
Sierra Leone,23.10423929724419,24.13633772799986,24.477008819580078,24.309431551977074,24.834525904271747,24.277972360633132,24.189919276951013
Togo,26.01506069971124,23.006591231000137,23.216045379638672,18.90397504571578,17.378510377169782,25.07632062495237,22.266083893031325
Cook Islands,161.1061486855557,145.8537090820023,135.08042907714844,89.37284769744852,80.67984578213891,160.94466414525553,128.83960741159157
Greenland,128.21198031273278,110.06079451800122,110.13080596923828,67.81965944812768,60.70498916646074,126.44125905804785,100.56158141210142
Sudan,33.70295734224133,33.30015204099963,33.77239227294922,28.584810673556156,27.32831722504388,33.97900756331557,31.7779395196843
