Variable,Importancia Media,Desviación
Exp_plomo,0.9812323366471953,0.03871181573454486
Muertes_agua,0.2174540660557664,0.024974456686093154
Contaminacion_aire,0.1593498024394293,0.016903060386275155
Pesticidas,0.07952585320078336,0.0107360751130376
