Variable,Importancia Media,Desviación
Exp_plomo,1.1403755437979235,0.04727477351094602
Muertes_agua,0.4436803110147052,0.01753642061093927
Pesticidas,0.20063590050450647,0.009184165770186152
Contaminacion_aire,0.1987869975133055,0.013994989332225358
