País,Variable_Independiente,Valor_Variable,Parkinson_Predicho
Jamaica,Muertes_agua_2,3213.335133846369,
Jamaica,Exp_plomo_2,166811.2420171024,
Jamaica,Pepticidas_log,,
Saint Vincent and the Grenadines,Contaminacion_aire,0.01149241,
Saint Vincent and the Grenadines,Exp_plomo,678.21075,
Saint Vincent and the Grenadines,Muertes_agua,2.2819254,
Saint Vincent and the Grenadines,Pepticidas,87.05,
Saint Vincent and the Grenadines,Precipitaciones,1145.0962,
Saint Vincent and the Grenadines,Muertes_agua_2,5.2071835311651595,
Saint Vincent and the Grenadines,Exp_plomo_2,459969.8214155625,
Saint Vincent and the Grenadines,Pepticidas_log,,
Suriname,Contaminacion_aire,0.05890681,
Suriname,Exp_plomo,454.41153,
Suriname,Muertes_agua,24.353745,
Suriname,Pepticidas,3.67,
Suriname,Precipitaciones,717.69086,
Suriname,Muertes_agua_2,593.104895525025,
Suriname,Exp_plomo_2,206489.8385969409,
Suriname,Pepticidas_log,,
Bolivia,Contaminacion_aire,1.9159045,
Bolivia,Exp_plomo,399.36374,
Bolivia,Muertes_agua,280.34274,
Bolivia,Pepticidas,176.61,
Bolivia,Precipitaciones,1763.6835,
Bolivia,Muertes_agua_2,78592.0518707076,
Bolivia,Exp_plomo_2,159491.39682678762,
Bolivia,Pepticidas_log,,
Colombia,Contaminacion_aire,0.6423592,
Colombia,Exp_plomo,183.7082,
Colombia,Muertes_agua,524.94434,
Colombia,Pepticidas,280.83,
Colombia,Precipitaciones,181.02701,
Colombia,Muertes_agua_2,275566.5600980356,
Colombia,Exp_plomo_2,33748.70274724,
Colombia,Pepticidas_log,,
Costa Rica,Contaminacion_aire,0.6244571,
Costa Rica,Exp_plomo,189.29597,
Costa Rica,Muertes_agua,29.894249,
Costa Rica,Pepticidas,2722.53,
Costa Rica,Precipitaciones,1466.9404,
Costa Rica,Muertes_agua_2,893.6661232740009,
Costa Rica,Exp_plomo_2,35832.96425824091,
Costa Rica,Pepticidas_log,,
Ecuador,Contaminacion_aire,0.5157121,
Ecuador,Exp_plomo,204.56923,
Ecuador,Muertes_agua,97.64627,
Ecuador,Pepticidas,17.18,
Ecuador,Precipitaciones,607.66797,
Ecuador,Muertes_agua_2,9534.7940449129,
Ecuador,Exp_plomo_2,41848.5698627929,
Ecuador,Pepticidas_log,,
El Salvador,Contaminacion_aire,1.2353954,
El Salvador,Exp_plomo,456.19498,
El Salvador,Muertes_agua,157.12941,
El Salvador,Pepticidas,386.0,
El Salvador,Precipitaciones,2462.8872,
El Salvador,Muertes_agua_2,24689.651486948103,
El Salvador,Exp_plomo_2,208113.85977720038,
El Salvador,Pepticidas_log,,
Guatemala,Contaminacion_aire,0.61696595,
Guatemala,Exp_plomo,479.23047,
Guatemala,Muertes_agua,1574.353,
Guatemala,Pepticidas,5283.93,
Guatemala,Precipitaciones,3404.7065,
Guatemala,Muertes_agua_2,2478587.368609,
Guatemala,Exp_plomo_2,229661.84337642093,
Guatemala,Pepticidas_log,,
Haiti,Contaminacion_aire,1.8529506,
Haiti,Exp_plomo,1373.9156,
Haiti,Muertes_agua,3347.3682,
Haiti,Pepticidas,5.34,
Haiti,Precipitaciones,17.214151,
Haiti,Muertes_agua_2,11204873.866371239,
Haiti,Exp_plomo_2,1887644.0759233602,
Haiti,Pepticidas_log,,
Honduras,Contaminacion_aire,2.413788,
Honduras,Exp_plomo,953.241,
Honduras,Muertes_agua,581.49634,
Honduras,Pepticidas,27422.77,
Honduras,Precipitaciones,1584.5537,
Honduras,Muertes_agua_2,338137.99343339563,
Honduras,Exp_plomo_2,908668.404081,
Honduras,Pepticidas_log,,
Peru,Contaminacion_aire,0.43185708,
Peru,Exp_plomo,165.1409,
Peru,Muertes_agua,367.47958,
Peru,Pepticidas,336.09,
Peru,Precipitaciones,475.23853,
Peru,Muertes_agua_2,135041.2417169764,
Peru,Exp_plomo_2,27271.516852809997,
Peru,Pepticidas_log,,
Trinidad and Tobago,Contaminacion_aire,0.07193752,
Trinidad and Tobago,Exp_plomo,184.07483,
Trinidad and Tobago,Muertes_agua,14.980979,
Trinidad and Tobago,Pepticidas,423201.53,
Trinidad and Tobago,Precipitaciones,1292.5046,
Trinidad and Tobago,Muertes_agua_2,224.429731798441,
Trinidad and Tobago,Exp_plomo_2,33883.5430395289,
Trinidad and Tobago,Pepticidas_log,,
Algeria,Contaminacion_aire,3.2868474,
Algeria,Exp_plomo,657.8085,
Algeria,Muertes_agua,194.33035,
Algeria,Pepticidas,6067.35,
Algeria,Precipitaciones,385.74084,
Algeria,Muertes_agua_2,37764.28493112251,
Algeria,Exp_plomo_2,432712.02267225,
Algeria,Pepticidas_log,,
Brazil,Contaminacion_aire,1.9201739,
Brazil,Exp_plomo,242.46474,
Brazil,Muertes_agua,2790.0347,
Brazil,Pepticidas,261.03,
Brazil,Precipitaciones,1468.3604,
Brazil,Muertes_agua_2,7784293.627204091,
Brazil,Exp_plomo_2,58789.1501432676,
Brazil,Pepticidas_log,,
Mexico,Contaminacion_aire,2.1443577,
Mexico,Exp_plomo,325.27673,
Mexico,Muertes_agua,1872.3151,
Mexico,Pepticidas,75.11,
Mexico,Precipitaciones,27.188368,
Mexico,Muertes_agua_2,3505563.83368801,
Mexico,Exp_plomo_2,105804.9510794929,
Mexico,Pepticidas_log,,
Nicaragua,Contaminacion_aire,0.6423987,
Nicaragua,Exp_plomo,343.24966,
Nicaragua,Muertes_agua,135.86537,
Nicaragua,Pepticidas,24996.57,
Nicaragua,Precipitaciones,873.3425,
Nicaragua,Muertes_agua_2,18459.398765236903,
Nicaragua,Exp_plomo_2,117820.3290901156,
Nicaragua,Pepticidas_log,,
Panama,Contaminacion_aire,0.5914607,
Panama,Exp_plomo,209.45068,
Panama,Muertes_agua,72.063995,
Panama,Pepticidas,9330.0,
Panama,Precipitaciones,549.83405,
Panama,Muertes_agua_2,5193.219375360026,
Panama,Exp_plomo_2,43869.587352462404,
Panama,Pepticidas_log,,
Paraguay,Contaminacion_aire,1.3607289,
Paraguay,Exp_plomo,287.97458,
Paraguay,Muertes_agua,64.88584,
Paraguay,Pepticidas,9580.0,
Paraguay,Precipitaciones,1291.161,
Paraguay,Muertes_agua_2,4210.1722325056,
Paraguay,Exp_plomo_2,82929.3587261764,
Paraguay,Pepticidas_log,,
Bahrain,Contaminacion_aire,7.2438536,
Bahrain,Exp_plomo,338.1105,
Bahrain,Muertes_agua,2.781247,
Bahrain,Pepticidas,1453.0,
Bahrain,Precipitaciones,1280.9397,
Bahrain,Muertes_agua_2,7.735334875009,
Bahrain,Exp_plomo_2,114318.71021025,
Bahrain,Pepticidas_log,,
Egypt,Contaminacion_aire,3.3692214,
Egypt,Exp_plomo,1728.5693,
Egypt,Muertes_agua,1103.032,
Egypt,Pepticidas,27.63,
Egypt,Precipitaciones,2148.5146,
Egypt,Muertes_agua_2,1216679.5930239998,
Egypt,Exp_plomo_2,2987951.8249024902,
Egypt,Pepticidas_log,,
Iran,Contaminacion_aire,2.912751,
Iran,Exp_plomo,716.09827,
Iran,Muertes_agua,238.31381,
Iran,Pepticidas,80454.0,
Iran,Precipitaciones,836.59937,
Iran,Muertes_agua_2,56793.47203671609,
Iran,Exp_plomo_2,512796.73229699285,
Iran,Pepticidas_log,,
Iraq,Contaminacion_aire,1.9798177,
Iraq,Exp_plomo,782.5429,
Iraq,Muertes_agua,277.29852,
Iraq,Pepticidas,1288.62,
Iraq,Precipitaciones,1807.4237,
Iraq,Muertes_agua_2,76894.4691941904,
Iraq,Exp_plomo_2,612373.39034041,
Iraq,Pepticidas_log,,
Jordan,Contaminacion_aire,1.5307152,
Jordan,Exp_plomo,406.78122,
Jordan,Muertes_agua,30.261837,
Jordan,Pepticidas,1126.94,
Jordan,Precipitaciones,2101.9578,
Jordan,Muertes_agua_2,915.778778614569,
Jordan,Exp_plomo_2,165470.9609446884,
Jordan,Pepticidas_log,,
Kuwait,Contaminacion_aire,0.52327454,
Kuwait,Exp_plomo,219.15132,
Kuwait,Muertes_agua,2.1613564,
Kuwait,Pepticidas,1250.48,
Kuwait,Precipitaciones,2573.752,
Kuwait,Muertes_agua_2,4.6714614878209595,
Kuwait,Exp_plomo_2,48027.3010577424,
Kuwait,Pepticidas_log,,
Lebanon,Contaminacion_aire,2.2116387,
Lebanon,Exp_plomo,203.3838,
Lebanon,Muertes_agua,64.087135,
Lebanon,Pepticidas,2788.52,
Lebanon,Precipitaciones,2064.7466,
Lebanon,Muertes_agua_2,4107.160872508225,
Lebanon,Exp_plomo_2,41364.970102440006,
Lebanon,Pepticidas_log,,
Libya,Contaminacion_aire,2.9565282,
Libya,Exp_plomo,560.9275,
Libya,Muertes_agua,36.338287,
Libya,Pepticidas,101.06,
Libya,Precipitaciones,2280.6223,
Libya,Muertes_agua_2,1320.4711020943691,
Libya,Exp_plomo_2,314639.66025625,
Libya,Pepticidas_log,,
Morocco,Contaminacion_aire,3.1879318,
Morocco,Exp_plomo,707.6658,
Morocco,Muertes_agua,538.28143,
Morocco,Pepticidas,342.92,
Morocco,Precipitaciones,394.29932,
Morocco,Muertes_agua_2,289746.8978828449,
Morocco,Exp_plomo_2,500790.88448964,
Morocco,Pepticidas_log,,
Oman,Contaminacion_aire,1.8837498,
Oman,Exp_plomo,503.91364,
Oman,Muertes_agua,14.173906,
Oman,Pepticidas,8233.6,
Oman,Precipitaciones,1657.3317,
Oman,Muertes_agua_2,200.899611296836,
Oman,Exp_plomo_2,253928.95657804958,
Oman,Pepticidas_log,,
Palestine,Contaminacion_aire,2.287698,
Palestine,Exp_plomo,761.17065,
Palestine,Muertes_agua,13.204723,
Palestine,Pepticidas,7.03,
Palestine,Precipitaciones,3519.8147,
Palestine,Muertes_agua_2,174.36470950672899,
Palestine,Exp_plomo_2,579380.7584214226,
Palestine,Pepticidas_log,,
Qatar,Contaminacion_aire,2.8359382,
Qatar,Exp_plomo,186.67668,
Qatar,Muertes_agua,1.8190325,
Qatar,Pepticidas,354.88,
Qatar,Precipitaciones,2204.6484,
Qatar,Muertes_agua_2,3.3088792360562502,
Qatar,Exp_plomo_2,34848.1828558224,
Qatar,Pepticidas_log,,
Saudi Arabia,Contaminacion_aire,3.89739,
Saudi Arabia,Exp_plomo,729.7557,
Saudi Arabia,Muertes_agua,128.44937,
Saudi Arabia,Pepticidas,1511.0,
Saudi Arabia,Precipitaciones,476.2706,
Saudi Arabia,Muertes_agua_2,16499.240653396897,
Saudi Arabia,Exp_plomo_2,532543.3816824901,
Saudi Arabia,Pepticidas_log,,
Syria,Contaminacion_aire,3.4913855,
Syria,Exp_plomo,1029.0352,
Syria,Muertes_agua,37.05794,
Syria,Pepticidas,909.0,
Syria,Precipitaciones,1354.011,
Syria,Muertes_agua_2,1373.2909170436,
Syria,Exp_plomo_2,1058913.44283904,
Syria,Pepticidas_log,,
Tunisia,Contaminacion_aire,2.480206,
Tunisia,Exp_plomo,570.53033,
Tunisia,Muertes_agua,61.132248,
Tunisia,Pepticidas,2413.02,
Tunisia,Precipitaciones,1356.915,
Tunisia,Muertes_agua_2,3737.151745533504,
Tunisia,Exp_plomo_2,325504.857449909,
Tunisia,Pepticidas_log,,
Turkey,Contaminacion_aire,4.702077,
Turkey,Exp_plomo,292.26926,
Turkey,Muertes_agua,400.76114,
Turkey,Pepticidas,88.6,
Turkey,Precipitaciones,801.3983,
Turkey,Muertes_agua_2,160609.4913340996,
Turkey,Exp_plomo_2,85421.32034094758,
Turkey,Pepticidas_log,,
Bangladesh,Contaminacion_aire,12.606487,
Bangladesh,Exp_plomo,711.75287,
Bangladesh,Muertes_agua,23017.13,
Bangladesh,Pepticidas,550.0,
Bangladesh,Precipitaciones,2560.112,
Bangladesh,Muertes_agua_2,529788273.4369,
Bangladesh,Exp_plomo_2,506592.14795323694,
Bangladesh,Pepticidas_log,,
Bhutan,Contaminacion_aire,14.293762,
Bhutan,Exp_plomo,628.9921,
Bhutan,Muertes_agua,55.459145,
Bhutan,Pepticidas,2201.19,
Bhutan,Precipitaciones,636.6076,
Bhutan,Muertes_agua_2,3075.716764131025,
Bhutan,Exp_plomo_2,395631.06186241005,
Bhutan,Pepticidas_log,,
India,Contaminacion_aire,24.144508,
India,Exp_plomo,681.47504,
India,Muertes_agua,338521.16,
India,Pepticidas,3083.02,
India,Precipitaciones,1947.0168,
India,Muertes_agua_2,114596575767.74559,
India,Exp_plomo_2,464408.23014300165,
India,Pepticidas_log,,
Nepal,Contaminacion_aire,32.250168,
Nepal,Exp_plomo,866.85046,
Nepal,Muertes_agua,3044.1196,
Nepal,Pepticidas,575.0,
Nepal,Precipitaciones,528.3842,
Nepal,Muertes_agua_2,9266664.13910416,
Nepal,Exp_plomo_2,751429.7200022116,
Nepal,Pepticidas_log,,
Pakistan,Contaminacion_aire,15.422959,
Pakistan,Exp_plomo,835.653,
Pakistan,Muertes_agua,28947.299,
Pakistan,Pepticidas,1335.53,
Pakistan,Precipitaciones,1043.1213,
Pakistan,Muertes_agua_2,837946119.395401,
Pakistan,Exp_plomo_2,698315.9364090001,
Pakistan,Pepticidas_log,,
Burundi,Contaminacion_aire,4.0991306,
Burundi,Exp_plomo,648.69867,
Burundi,Muertes_agua,3828.74,
Burundi,Pepticidas,180.08,
Burundi,Precipitaciones,2454.5159,
Burundi,Muertes_agua_2,14659249.987599999,
Burundi,Exp_plomo_2,420809.9644597689,
Burundi,Pepticidas_log,,
Central African Republic,Contaminacion_aire,8.370158,
Central African Republic,Exp_plomo,1076.022,
Central African Republic,Muertes_agua,3359.4648,
Central African Republic,Pepticidas,8436.16,
Central African Republic,Precipitaciones,354.30823,
Central African Republic,Muertes_agua_2,11286003.74243904,
Central African Republic,Exp_plomo_2,1157823.3444839998,
Central African Republic,Pepticidas_log,,
Congo,Contaminacion_aire,3.8535864,
Congo,Exp_plomo,527.71686,
Congo,Muertes_agua,745.14606,
Congo,Pepticidas,7898.0,
Congo,Precipitaciones,386.78546,
Congo,Muertes_agua_2,555242.6507335237,
Congo,Exp_plomo_2,278485.0843282596,
Congo,Pepticidas_log,,
Democratic Republic of Congo,Contaminacion_aire,5.462971,
Democratic Republic of Congo,Exp_plomo,692.6668,
Democratic Republic of Congo,Muertes_agua,11687.791,
Democratic Republic of Congo,Pepticidas,5082.0,
Democratic Republic of Congo,Precipitaciones,1377.9583,
Democratic Republic of Congo,Muertes_agua_2,136604458.45968097,
Democratic Republic of Congo,Exp_plomo_2,479787.29582223995,
Democratic Republic of Congo,Pepticidas_log,,
Equatorial Guinea,Contaminacion_aire,2.378285,
Equatorial Guinea,Exp_plomo,456.5636,
Equatorial Guinea,Muertes_agua,76.465096,
Equatorial Guinea,Pepticidas,1091.99,
Equatorial Guinea,Precipitaciones,992.3072,
Equatorial Guinea,Muertes_agua_2,5846.910906289217,
Equatorial Guinea,Exp_plomo_2,208450.32084496002,
Equatorial Guinea,Pepticidas_log,,
Gabon,Contaminacion_aire,1.3408467,
Gabon,Exp_plomo,427.4083,
Gabon,Muertes_agua,113.31376,
Gabon,Pepticidas,129.93,
Gabon,Precipitaciones,165.47585,
Gabon,Muertes_agua_2,12840.0082053376,
Gabon,Exp_plomo_2,182677.85490889,
Gabon,Pepticidas_log,,
Comoros,Contaminacion_aire,0.66932684,
Comoros,Exp_plomo,465.07855,
Comoros,Muertes_agua,107.30909,
Comoros,Pepticidas,10.55,
Comoros,Precipitaciones,1319.4166,
Comoros,Muertes_agua_2,11515.240796628099,
Comoros,Exp_plomo_2,216298.0576701025,
Comoros,Pepticidas_log,,
Djibouti,Contaminacion_aire,2.0475955,
Djibouti,Exp_plomo,544.5383,
Djibouti,Muertes_agua,158.13489,
Djibouti,Pepticidas,10901.82,
Djibouti,Precipitaciones,1665.8271,
Djibouti,Muertes_agua_2,25006.643435312104,
Djibouti,Exp_plomo_2,296521.96016689006,
Djibouti,Pepticidas_log,7.727138556087224,
Eritrea,Contaminacion_aire,3.0657523,
Eritrea,Exp_plomo,693.4161,
Eritrea,Muertes_agua,1942.4244,
Eritrea,Pepticidas,2270.6,
Eritrea,Precipitaciones,573.29517,
Eritrea,Muertes_agua_2,3773012.5497153606,
Eritrea,Exp_plomo_2,480825.88773921004,
Eritrea,Pepticidas_log,7.836053629980569,
Ethiopia,Contaminacion_aire,2.5562718,
Ethiopia,Exp_plomo,573.97235,
Ethiopia,Muertes_agua,28203.396,
Ethiopia,Pepticidas,0.88,
Ethiopia,Precipitaciones,1509.8052,
Ethiopia,Muertes_agua_2,795431545.932816,
Ethiopia,Exp_plomo_2,329444.2585645225,
Ethiopia,Pepticidas_log,8.22006935210403,
Kenya,Contaminacion_aire,2.470929,
Kenya,Exp_plomo,366.53195,
Kenya,Muertes_agua,9012.014,
Kenya,Pepticidas,69511.27,
Kenya,Precipitaciones,1099.5789,
Kenya,Muertes_agua_2,81216396.33619599,
Kenya,Exp_plomo_2,134345.6703708025,
Kenya,Pepticidas_log,7.938367060749498,
Madagascar,Contaminacion_aire,2.468034,
Madagascar,Exp_plomo,792.6202,
Madagascar,Muertes_agua,11158.37,
Madagascar,Pepticidas,326.48,
Madagascar,Precipitaciones,47.898216,
Madagascar,Muertes_agua_2,124509221.05690002,
Madagascar,Exp_plomo_2,628246.7814480399,
Madagascar,Pepticidas_log,7.977285418458253,
Malawi,Contaminacion_aire,1.7012776,
Malawi,Exp_plomo,642.7977,
Malawi,Muertes_agua,5303.3345,
Malawi,Pepticidas,61.32,
Malawi,Precipitaciones,408.14185,
Malawi,Muertes_agua_2,28125356.818890247,
Malawi,Exp_plomo_2,413188.8831252899,
Malawi,Pepticidas_log,8.117950682716547,
Mauritius,Contaminacion_aire,0.0020476624,
Mauritius,Exp_plomo,240.83267,
Mauritius,Muertes_agua,11.99801,
Mauritius,Pepticidas,3048.45,
Mauritius,Precipitaciones,1594.9893,
Mauritius,Muertes_agua_2,143.95224396010002,
Mauritius,Exp_plomo_2,58000.3749393289,
Mauritius,Pepticidas_log,8.161834523662932,
Mozambique,Contaminacion_aire,1.2973617,
Mozambique,Exp_plomo,1022.70807,
Mozambique,Muertes_agua,6627.9214,
Mozambique,Pepticidas,143767.94,
Mozambique,Precipitaciones,1201.5632,
Mozambique,Muertes_agua_2,43929342.08457796,
Mozambique,Exp_plomo_2,1045931.796443125,
Mozambique,Pepticidas_log,8.043512409724574,
Rwanda,Contaminacion_aire,4.1914845,
Rwanda,Exp_plomo,513.43396,
Rwanda,Muertes_agua,1898.7156,
Rwanda,Pepticidas,7.15,
Rwanda,Precipitaciones,2256.7163,
Rwanda,Muertes_agua_2,3605120.92968336,
Rwanda,Exp_plomo_2,263614.4312812816,
Rwanda,Pepticidas_log,7.987191543996993,
Seychelles,Contaminacion_aire,0.5623927,
Seychelles,Exp_plomo,225.05032,
Seychelles,Muertes_agua,2.5156372,
Seychelles,Pepticidas,16582.0,
Seychelles,Precipitaciones,1202.271,
Seychelles,Muertes_agua_2,6.32843052202384,
Seychelles,Exp_plomo_2,50647.6465321024,
Seychelles,Pepticidas_log,7.883205088699351,
Somalia,Contaminacion_aire,2.6376116,
Somalia,Exp_plomo,1196.0887,
Somalia,Muertes_agua,12943.958,
Somalia,Pepticidas,39147.0,
Somalia,Precipitaciones,1694.6115,
Somalia,Muertes_agua_2,167546048.70576403,
Somalia,Exp_plomo_2,1430628.1782676901,
Somalia,Pepticidas_log,7.997249457072368,
Uganda,Contaminacion_aire,2.6843226,
Uganda,Exp_plomo,476.45813,
Uganda,Muertes_agua,6584.1147,
Uganda,Pepticidas,6118.71,
Uganda,Precipitaciones,1056.1262,
Uganda,Muertes_agua_2,43350566.38275609,
Uganda,Exp_plomo_2,227012.34964309688,
Uganda,Pepticidas_log,7.976190107412635,
Tanzania,Contaminacion_aire,1.3216771,
Tanzania,Exp_plomo,388.64062,
Tanzania,Muertes_agua,13097.002,
Tanzania,Pepticidas,26.19,
Tanzania,Precipitaciones,1854.0664,
Tanzania,Muertes_agua_2,171531461.388004,
Tanzania,Exp_plomo_2,151041.5315139844,
Tanzania,Pepticidas_log,8.036554004603122,
Botswana,Contaminacion_aire,2.4445958,
Botswana,Exp_plomo,493.78125,
Botswana,Muertes_agua,475.11423,
Botswana,Pepticidas,13.21,
Botswana,Precipitaciones,1107.8752,
Botswana,Muertes_agua_2,225733.53154849293,
Botswana,Exp_plomo_2,243819.9228515625,
Botswana,Pepticidas_log,7.907217357691817,
Lesotho,Contaminacion_aire,5.375629,
Lesotho,Exp_plomo,1043.5192,
Lesotho,Muertes_agua,1006.8008,
Lesotho,Pepticidas,76892.28,
Lesotho,Precipitaciones,186.61212,
Lesotho,Muertes_agua_2,1013647.85088064,
Lesotho,Exp_plomo_2,1088932.32076864,
Lesotho,Pepticidas_log,7.820840879907344,
Namibia,Contaminacion_aire,4.249396,
Namibia,Exp_plomo,550.30804,
Namibia,Muertes_agua,542.85254,
Namibia,Pepticidas,324.46,
Namibia,Precipitaciones,600.6993,
Namibia,Muertes_agua_2,294688.8801844516,
Namibia,Exp_plomo_2,302838.9388886416,
Namibia,Pepticidas_log,7.820840879907344,
South Africa,Contaminacion_aire,2.0596907,
South Africa,Exp_plomo,331.90683,
South Africa,Muertes_agua,9139.857,
South Africa,Pepticidas,1409.15,
South Africa,Precipitaciones,242.51434,
South Africa,Muertes_agua_2,83536985.980449,
South Africa,Exp_plomo_2,110162.1438006489,
South Africa,Pepticidas_log,7.820840879907344,
Eswatini,Contaminacion_aire,3.3228204,
Eswatini,Exp_plomo,746.60596,
Eswatini,Muertes_agua,277.45337,
Eswatini,Pepticidas,356589.16,
Eswatini,Precipitaciones,147.84029,
Eswatini,Muertes_agua_2,76980.3725243569,
Eswatini,Exp_plomo_2,557420.4595075216,
Eswatini,Pepticidas_log,7.820840879907344,
Benin,Contaminacion_aire,3.5340676,
Benin,Exp_plomo,480.8534,
Benin,Muertes_agua,3195.6445,
Benin,Pepticidas,24.51,
Benin,Precipitaciones,1869.461,
Benin,Muertes_agua_2,10212143.77038025,
Benin,Exp_plomo_2,231219.99229156002,
Benin,Pepticidas_log,7.820840879907344,
Burkina Faso,Contaminacion_aire,2.0778573,
Burkina Faso,Exp_plomo,838.266,
Burkina Faso,Muertes_agua,8883.928,
Burkina Faso,Pepticidas,480.55,
Burkina Faso,Precipitaciones,1281.4471,
Burkina Faso,Muertes_agua_2,78924176.70918399,
Burkina Faso,Exp_plomo_2,702689.886756,
Burkina Faso,Pepticidas_log,7.820840879907344,
Cape Verde,Contaminacion_aire,1.0140328,
Cape Verde,Exp_plomo,374.06363,
Cape Verde,Muertes_agua,34.1964,
Cape Verde,Pepticidas,569.33,
Cape Verde,Precipitaciones,916.582,
Cape Verde,Muertes_agua_2,1169.3937729599998,
Cape Verde,Exp_plomo_2,139923.5992887769,
Cape Verde,Pepticidas_log,7.820840879907344,
Cameroon,Contaminacion_aire,3.329984,
Cameroon,Exp_plomo,680.20734,
Cameroon,Muertes_agua,5482.964,
Cameroon,Pepticidas,0.5,
Cameroon,Precipitaciones,85.95517,
Cameroon,Muertes_agua_2,30062894.225296,
Cameroon,Exp_plomo_2,462682.02538987563,
Cameroon,Pepticidas_log,7.820840879907344,
Chad,Contaminacion_aire,3.358661,
Chad,Exp_plomo,994.483,
Chad,Muertes_agua,20310.44,
Chad,Pepticidas,232498.1,
Chad,Precipitaciones,921.82556,
Chad,Muertes_agua_2,412513972.99359995,
Chad,Exp_plomo_2,988996.4372889999,
Chad,Pepticidas_log,7.820840879907344,
Cote d'Ivoire,Contaminacion_aire,2.4155564,
Cote d'Ivoire,Exp_plomo,619.327,
Cote d'Ivoire,Muertes_agua,4296.479,
Cote d'Ivoire,Pepticidas,3656.65,
Cote d'Ivoire,Precipitaciones,1045.98,
Cote d'Ivoire,Muertes_agua_2,18459731.797441002,
Cote d'Ivoire,Exp_plomo_2,383565.932929,
Cote d'Ivoire,Pepticidas_log,7.998342116360508,
Gambia,Contaminacion_aire,2.725313,
Gambia,Exp_plomo,807.5773,
Gambia,Muertes_agua,359.5643,
Gambia,Pepticidas,7345.7,
Gambia,Precipitaciones,1435.2982,
Gambia,Muertes_agua_2,129286.48583449,
Gambia,Exp_plomo_2,652181.0954752901,
Gambia,Pepticidas_log,8.149035428678587,
Ghana,Contaminacion_aire,1.8392293,
Ghana,Exp_plomo,456.96262,
Ghana,Muertes_agua,4317.2427,
Ghana,Pepticidas,8.16,
Ghana,Precipitaciones,1131.8893,
Ghana,Muertes_agua_2,18638584.530703288,
Ghana,Exp_plomo_2,208814.83607726442,
Ghana,Pepticidas_log,8.279963393126954,
Guinea,Contaminacion_aire,2.9154692,
Guinea,Exp_plomo,814.5802,
Guinea,Muertes_agua,3264.181,
Guinea,Pepticidas,45.0,
Guinea,Precipitaciones,488.86746,
Guinea,Muertes_agua_2,10654877.600761,
Guinea,Exp_plomo_2,663540.90223204,
Guinea,Pepticidas_log,8.395719102194994,
Guinea-Bissau,Contaminacion_aire,3.2800007,
Guinea-Bissau,Exp_plomo,1048.2961,
Guinea-Bissau,Muertes_agua,440.0324,
Guinea-Bissau,Pepticidas,11178.0,
Guinea-Bissau,Precipitaciones,1142.9324,
Guinea-Bissau,Muertes_agua_2,193628.51304976,
Guinea-Bissau,Exp_plomo_2,1098924.71327521,
Guinea-Bissau,Pepticidas_log,8.499454792134694,
Liberia,Contaminacion_aire,2.1070154,
Liberia,Exp_plomo,748.7032,
Liberia,Muertes_agua,1306.7832,
Liberia,Pepticidas,91.33,
Liberia,Precipitaciones,1667.258,
Liberia,Muertes_agua_2,1707682.33180224,
Liberia,Exp_plomo_2,560556.4816902401,
Liberia,Pepticidas_log,8.593433602590585,
Mali,Contaminacion_aire,4.316673,
Mali,Exp_plomo,703.67,
Mali,Muertes_agua,6532.8403,
Mali,Pepticidas,1358.55,
Mali,Precipitaciones,281.71265,
Mali,Muertes_agua_2,42678002.385304086,
Mali,Exp_plomo_2,495151.4688999999,
Mali,Pepticidas_log,8.679334149491813,
Mauritania,Contaminacion_aire,1.3710803,
Mauritania,Exp_plomo,436.50876,
Mauritania,Muertes_agua,525.8403,
Mauritania,Pepticidas,19.74,
Mauritania,Precipitaciones,1316.5365,
Mauritania,Muertes_agua_2,276508.02110409,
Mauritania,Exp_plomo_2,190539.8975567376,
Mauritania,Pepticidas_log,8.758434387958637,
Niger,Contaminacion_aire,3.2814448,
Niger,Exp_plomo,811.7352,
Niger,Muertes_agua,12630.462,
Niger,Pepticidas,431294.66,
Niger,Precipitaciones,1663.1587,
Niger,Muertes_agua_2,159528570.333444,
Niger,Exp_plomo_2,658914.0349190399,
Niger,Pepticidas_log,8.831735282034614,
Nigeria,Contaminacion_aire,2.7397451,
Nigeria,Exp_plomo,351.1755,
Nigeria,Muertes_agua,98102.15,
Nigeria,Pepticidas,46856.06,
Nigeria,Precipitaciones,1622.5159,
Nigeria,Muertes_agua_2,9624031834.6225,
Nigeria,Exp_plomo_2,123324.23180025,
Nigeria,Pepticidas_log,7.504942068396171,
Sao Tome and Principe,Contaminacion_aire,4.415653,
Sao Tome and Principe,Exp_plomo,480.3394,
Sao Tome and Principe,Muertes_agua,10.550467,
Sao Tome and Principe,Pepticidas,48.92,
Sao Tome and Principe,Precipitaciones,1524.9801,
Sao Tome and Principe,Muertes_agua_2,111.31235391808899,
Sao Tome and Principe,Exp_plomo_2,230725.93919236,
Sao Tome and Principe,Pepticidas_log,7.504942068396171,
Senegal,Contaminacion_aire,2.158583,
Senegal,Exp_plomo,525.7525,
Senegal,Muertes_agua,1924.2212,
Senegal,Pepticidas,18153.55,
Senegal,Precipitaciones,3674.5164,
Senegal,Muertes_agua_2,3702627.22652944,
Senegal,Exp_plomo_2,276415.6912562501,
Senegal,Pepticidas_log,7.504942068396171,
Sierra Leone,Contaminacion_aire,2.022849,
Sierra Leone,Exp_plomo,681.09,
