Variable,Importancia Media,Desviación
Exp_plomo,0.9884049966338447,0.044649012448529674
Muertes_agua,0.3453695406577848,0.05881433979461083
Contaminacion_aire,0.15381778427999074,0.01627037871223786
Pesticidas,0.0680981130748944,0.010004437931951224
