País,Parkinson,Contaminacion_aire,Exp_plomo,Muertes_agua,Pepticidas,Precipitaciones
Armenia,55.144775,4.8967404,458.19882,162.58119,32.0,1004.5732
Armenia,56.8004,4.9618506,454.24655,137.89093,41.46,1549.8406
Armenia,58.708237,4.6919146,453.48706,110.513016,50.92,1389.8711
Armenia,60.86845,4.047408,433.78232,93.14478,60.38,1376.853
Armenia,63.04063,3.6335177,427.0008,73.21001,69.85,4209.417
Armenia,65.17793,3.8853915,430.41867,58.06071,79.31,1085.1527
Armenia,68.10285,3.921277,421.58063,46.387867,88.77,916.52686
Armenia,71.349304,3.4629755,422.62442,38.70414,98.23,452.39673
Armenia,74.80508,3.5850246,418.98553,29.99129,204.77,718.236
Armenia,77.90579,3.6606898,420.092,24.781458,220.51,1326.725
Armenia,80.64279,3.686772,415.86356,22.23532,227.55,648.99994
Armenia,83.82626,3.8334107,409.98932,19.655785,241.71,241.56691
Armenia,86.733025,4.0879297,403.3104,17.671547,218.2,1080.5902
Armenia,89.5296,4.537166,392.0119,13.018753,198.36,2646.9568
Armenia,91.58705,4.423443,388.0117,11.041921,278.72,17.186056
Armenia,93.23436,4.1806154,379.05957,8.420168,320.67,1275.7798
Armenia,95.381096,3.4909751,366.58624,6.375102,362.62,2182.2944
Armenia,97.42234,3.69329,348.78644,5.777238,404.57,535.70197
Armenia,99.315544,3.9706986,335.26385,3.9936092,446.52,654.3232
Armenia,100.40996,4.200508,317.34863,3.3224535,488.47,923.30554
Armenia,101.40571,4.32534,310.0725,3.0501003,530.42,781.41284
Armenia,102.923004,4.341118,304.9236,2.9501355,572.37,1104.2861
Armenia,105.13292,3.692302,303.2857,3.337936,614.32,2400.697
Armenia,108.12955,2.7587795,300.01553,2.5961359,527.33,680.4016
Armenia,110.723564,2.2097492,289.66144,2.4949758,639.15,932.9553
Armenia,113.21219,2.2439396,280.84842,2.4161046,914.03,1764.7192
Armenia,113.37541,2.2593968,279.32138,2.234876,891.82,1638.936
Fiji,31.53124,0.26100424,324.55957,89.218895,331.04,779.57666
Fiji,31.728607,0.2564998,327.82425,88.298996,326.08,1740.613
Fiji,31.98792,0.29229692,330.50974,86.25679,310.4,206.04163
Fiji,32.26306,0.30210084,334.51575,85.42843,306.27,1588.1643
Fiji,32.5796,0.30071253,337.79462,83.63144,311.04,692.3894
Fiji,32.94765,0.29940033,341.81256,81.55395,322.43,1050.4431
Fiji,33.452744,0.29680443,345.36343,79.50127,348.12,1785.5773
Fiji,34.232224,0.2998696,341.50177,76.422775,383.91,1527.4874
Fiji,35.149033,0.2795204,327.8168,75.189384,400.77,1250.2631
Fiji,36.08034,0.22626342,340.409,74.11776,393.86,1363.0276
Fiji,36.86671,0.13493076,344.08755,73.13865,373.94,190.65428
Fiji,37.667866,0.10530092,330.92783,71.37796,367.35,755.95996
Fiji,38.747086,0.12744813,317.90808,70.462234,39.0,146.48909
Fiji,39.855095,0.16664428,315.2824,70.75645,45.56,791.63837
Fiji,41.04956,0.21515651,296.27557,70.96273,51.84,1880.7897
Fiji,42.317215,0.20951161,292.817,71.88624,22.6,768.8442
Fiji,43.449966,0.27597892,290.464,73.95497,195.58,24.022676
Fiji,44.521503,0.27297923,283.68927,75.9001,206.88,990.3971
Fiji,45.3972,0.26288813,278.60727,76.727036,234.73,699.135
Fiji,46.323,0.24922825,270.73645,79.26249,282.61,1130.3663
Fiji,47.444622,0.2023445,268.98636,82.43988,328.92,198.38483
Fiji,48.837017,0.19820204,265.51285,84.96425,368.44,1462.4252
Fiji,50.63097,0.23017946,261.0562,86.93734,398.61,2057.5469
Fiji,52.442024,0.28710294,257.89075,86.66519,416.16,1984.212
Fiji,54.194305,0.32369947,255.11807,87.73134,390.75,318.034
Fiji,55.716576,0.29401588,251.33887,88.5211,368.51,1048.2458
Fiji,56.964542,0.32242352,247.31676,89.962234,349.48,130.71884
Fiji,58.30279,0.114525765,243.71951,89.62981,330.0,1024.8846
Fiji,59.643417,0.33431265,238.8235,89.11745,263.88,686.8101
Fiji,61.21032,0.35460436,233.72066,87.6802,247.7,700.72253
Fiji,64.8856,0.36313,229.36177,87.41047,362.15,417.88486
Albania,50.399773,5.126273,376.20255,63.32443,121.0,3041.8643
Albania,51.27077,4.6456733,379.68497,65.466774,121.0,2017.6837
Albania,52.50708,4.276775,360.58585,63.646164,121.0,1809.2827
Albania,54.122307,4.070624,342.96994,60.28006,121.0,2639.8298
Albania,56.102596,3.8157587,319.99414,70.301155,201.0,603.37665
Albania,58.329422,3.658549,330.90683,49.101147,251.0,857.2666
Albania,60.820435,3.4890645,351.73355,43.047947,262.4,1468.7427
Albania,63.73925,3.4840739,355.84677,38.76075,273.79,23.774055
Albania,66.96876,3.003413,351.11212,34.120758,285.19,845.4126
Albania,70.38711,2.5879319,346.60776,27.992142,296.59,528.03015
Albania,74.03599,2.1598864,348.73288,23.449705,307.98,1820.0784
Albania,77.95771,2.093928,343.18082,20.065321,319.38,215.41501
Albania,82.08424,2.448982,352.23154,17.37222,330.78,1665.5331
Albania,86.25581,2.7459319,363.94827,15.144577,342.17,3093.591
Albania,90.3537,2.8026485,362.41196,13.245445,353.57,56.55282
Albania,94.35577,2.563554,353.7121,11.838183,364.97,488.93423
Albania,98.47562,2.2512758,335.29337,10.931887,376.36,902.28674
Albania,102.85565,2.1029158,312.29108,10.232424,387.76,1107.4398
Albania,107.37833,1.9100498,310.79065,9.838042,399.16,2377.0476
Albania,111.94577,1.7292283,304.83768,9.531418,410.55,726.92163
Albania,116.5428,1.4498862,307.64502,9.427826,590.5,1017.7578
Albania,121.192406,1.3808888,310.8756,9.539551,582.68,3658.9705
Albania,125.65817,1.4004828,314.58347,9.580633,361.62,452.76917
Albania,129.98155,1.4170227,319.0806,9.559989,450.6,463.01083
Albania,134.39189,1.3621584,323.14737,9.461817,457.47,1333.0822
Albania,139.1977,1.1130164,324.16858,9.324408,538.24,1267.4265
Albania,144.86082,1.0025108,325.49957,9.240456,584.49,689.93243
Albania,150.61157,0.8863523,325.09503,9.200083,614.91,1723.7092
Albania,156.48433,0.8282962,317.65894,8.9717,442.35,217.52242
Albania,162.31221,0.73935974,310.8679,8.545331,746.36,1257.582
Albania,166.44843,0.6344859,301.20193,8.178147,401.58,673.74445
Czechia,111.38229,1.7547673,280.09933,23.215694,1105.73,1730.5342
Czechia,113.47778,1.5666845,267.85623,21.945753,1105.73,174.42131
Czechia,115.57936,1.4554768,262.31787,21.410925,1105.73,1350.6747
Czechia,117.588,1.4439969,253.40916,18.700464,1105.73,3387.6958
Czechia,119.72034,1.2986329,251.6261,16.86236,1105.73,50.897533
Czechia,122.08167,1.1137013,249.17851,12.74256,1105.73,545.17944
Czechia,124.39523,0.9126753,238.00769,10.500083,1105.73,759.9026
Czechia,126.82584,0.8938156,239.1228,10.889,1105.73,1367.1289
Czechia,129.23297,0.97194743,227.78984,9.976621,1105.73,2497.1414
Czechia,131.69164,1.0828159,223.43585,8.013422,1105.73,921.7914
Czechia,134.29433,1.087004,218.0728,8.67016,1105.73,1473.7119
Czechia,137.09378,1.1268606,212.69067,8.355102,1105.73,3623.4033
Czechia,140.07516,1.3246146,208.23709,8.280869,1105.73,405.91656
Czechia,142.97894,1.4562051,208.58057,8.367842,1129.87,561.303
Czechia,145.66205,1.4296706,196.97469,8.06403,1113.59,1394.9171
Czechia,148.17801,1.4391387,187.3804,8.692804,1081.55,1342.0834
Czechia,150.63751,1.3697101,174.08517,9.582364,1045.35,889.60455
Czechia,153.05211,1.3483186,165.72356,11.720913,1013.68,1726.9589
Czechia,155.4882,1.2569369,159.59993,14.982671,961.9,202.11931
Czechia,157.91159,1.216045,153.92581,19.53247,952.85,2120.3813
Czechia,160.58452,1.1694916,149.25333,29.648989,948.33,818.0595
Czechia,164.34276,1.3041717,145.86537,46.356434,5650.0,1623.1138
Czechia,168.99818,1.4294578,141.48944,58.750507,4628.0,157.61832
Czechia,174.1726,1.6519297,136.69194,63.663017,4566.0,1470.5996
Czechia,179.30971,1.7114767,128.74988,68.94145,4103.0,681.98035
Czechia,184.00603,1.7752433,126.4589,76.57582,3922.0,1225.6984
Czechia,188.6217,1.6637622,121.17688,78.99863,5043.0,1567.9573
Czechia,193.0386,1.550436,118.87499,85.196175,3672.0,2099.8513
Czechia,197.55186,1.6666725,116.40102,92.98292,3679.0,1375.3286
Czechia,202.631,1.6435621,112.00377,102.188644,3623.0,1596.3647
Czechia,211.4698,1.6575642,110.16241,103.61864,2867.0,156.3861
Hungary,110.29745,3.67343,371.35645,22.463358,260714.84,3333.6519
Hungary,111.82206,3.8037655,373.00983,22.672018,313639.25,855.5418
Hungary,112.78066,3.7575226,387.62646,22.441494,206061.7,632.35876
Hungary,113.57009,4.1034718,390.97983,20.014473,254912.7,2220.5244
Hungary,114.359314,3.741728,379.77338,18.614769,314990.4,198.54333
Hungary,115.82884,3.684023,375.46628,15.534195,253450.88,2074.9368
Hungary,117.53561,3.180822,358.4085,14.515967,313069.12,1894.1921
Hungary,118.97245,3.0253725,353.58646,14.530455,349797.62,649.12994
Hungary,120.33415,2.8818123,359.18713,13.237773,279005.7,749.80927
Hungary,121.697014,2.905248,357.5427,11.007723,261305.81,1564.7568
Hungary,123.449,2.3221314,333.50934,11.382271,274421.03,402.7804
Hungary,125.84843,2.1512144,318.15057,9.860866,213036.33,1664.2332
Hungary,128.15254,2.4324145,317.14368,9.602204,283297.12,883.6138
Hungary,130.4917,2.669569,317.20184,9.225762,294670.38,3738.9746
Hungary,132.88615,2.6204662,311.3241,9.215126,10644.0,1499.3977
Hungary,135.04901,2.5755396,317.08032,9.965766,16349.0,2002.0262
Hungary,137.64252,2.926439,302.7527,10.435815,11683.0,1707.9613
Hungary,140.59102,3.0751605,296.99768,10.90552,9572.0,1509.0732
Hungary,144.08043,3.1078854,282.51895,11.880606,10324.0,4121.1484
Hungary,147.68912,2.806977,278.63425,18.15376,8746.0,1045.3516
Hungary,150.87546,2.6803145,270.38498,27.390118,5332.0,840.2733
Hungary,153.77953,2.6113133,261.7852,42.037964,6347.87,447.40695
Hungary,156.81094,2.9702249,255.38522,60.056572,7363.74,764.7533
Hungary,160.52724,2.9739358,246.20697,69.8251,8379.61,1262.0493
Hungary,164.46461,2.873592,243.8269,70.97217,9395.48,612.3399
Hungary,168.36798,2.660127,246.68867,75.13536,9007.8,336.57343
Hungary,172.95209,2.4230988,239.13298,71.32714,9592.16,983.0077
Hungary,178.96222,2.338731,238.84595,73.88166,10129.47,3257.7053
Hungary,185.5998,2.4872098,233.64201,76.28096,10015.31,16.952015
Hungary,191.16003,2.4022672,223.75145,80.69514,7807.64,1646.1116
Hungary,192.97552,2.3043242,218.3397,78.762825,8253.48,3044.6252
Montenegro,92.7729,0.6718839,223.09306,0.31073636,2898.2,3583.054
Montenegro,93.730965,0.64479107,224.43408,0.29500625,5417.8,1437.6302
Montenegro,94.91232,0.6164474,228.76015,0.28985608,7690.63,2138.4253
Montenegro,96.06998,0.65915066,236.48161,0.29310113,12092.0,2059.9243
Montenegro,97.45093,0.6791066,246.1096,0.29814634,17274.0,681.325
Montenegro,99.307884,0.66834927,249.23264,0.2974284,15326.0,630.68085
Montenegro,101.06254,0.6173282,252.98389,0.29501086,17337.49,879.7169
Montenegro,102.80819,0.64026016,262.53207,0.28676862,11748.89,58.682003
Montenegro,104.44711,0.6264433,272.32053,0.27869603,11748.89,921.4277
Montenegro,106.262985,0.5629191,275.29602,0.27288353,11748.89,567.3175
Montenegro,108.62749,0.47743353,275.42728,0.2659156,573.54,1789.6067
Montenegro,111.45959,0.47534862,278.87372,0.25977418,573.54,150.10928
Montenegro,114.81854,0.5625499,282.75925,0.24846283,573.54,1022.63257
Montenegro,118.47742,0.5847948,284.9185,0.23987412,573.54,2981.1812
Montenegro,122.278656,0.55829424,278.81967,0.22869071,573.54,59.455048
Montenegro,125.95224,0.48718128,270.85693,0.22164068,573.54,532.67993
Montenegro,129.18774,0.4851815,266.3283,0.2154966,573.54,776.97754
Montenegro,132.47934,0.44786257,253.13826,0.20621383,573.54,1259.9783
Montenegro,135.79308,0.4428476,247.40652,0.20889668,573.54,2244.7234
Montenegro,138.76024,0.4454013,255.07664,0.21103881,573.54,791.6428
Montenegro,141.03981,0.44179916,259.59946,0.21208532,1322.16,1266.8446
Montenegro,143.27864,0.4530886,260.87265,0.20339438,1346.48,3403.3252
Montenegro,146.46385,0.52498406,258.18652,0.19935562,1258.85,267.3482
Montenegro,149.82686,0.5859242,259.1731,0.19641756,398.58,597.8781
Montenegro,153.16246,0.62437606,261.00824,0.19219084,284.18,1576.6345
Montenegro,155.69453,0.5721216,265.84106,0.18490452,354.69,1294.7714
Montenegro,157.03938,0.5784138,271.2437,0.18217403,405.22,582.0197
Montenegro,158.81192,0.55151355,273.05798,0.1756612,475.21,1438.7238
Montenegro,160.57982,0.61843735,270.29868,0.17064919,577.63,236.06224
Montenegro,162.74263,0.61707914,267.58063,0.16887392,598.35,1329.7808
Montenegro,166.78354,0.6596892,273.60214,0.17114338,656.75,737.9514
North Macedonia,77.362595,3.301562,447.9945,59.94764,913.14,674.59534
North Macedonia,78.35066,3.3045592,461.4855,55.06695,698.25,89.43867
North Macedonia,79.42245,3.5529718,498.50488,52.127033,735.43,876.0513
North Macedonia,80.58142,3.6799724,518.85754,43.79486,934.02,874.55255
North Macedonia,82.142166,3.8456538,529.7641,40.161182,802.02,1116.201
North Macedonia,84.20043,3.9106126,552.3617,34.72994,348.24,190.84508
North Macedonia,86.637535,3.7021222,569.50287,28.331251,512.66,2291.0522
North Macedonia,89.38202,3.7627146,586.2726,25.158686,799.19,2228.1367
North Macedonia,92.26565,3.3914335,607.4455,23.35134,668.51,2263.3706
North Macedonia,95.164474,3.0645385,611.28925,17.88988,827.45,336.3483
North Macedonia,98.10052,2.5080037,605.89154,15.061879,518.94,1051.2118
North Macedonia,101.78704,2.5626538,611.31885,13.922561,696.34,206.29597
North Macedonia,106.116135,3.2996526,614.0398,12.896303,722.07,1016.2675
North Macedonia,110.13536,3.9985864,596.9613,12.661507,800.9,880.6885
North Macedonia,113.98672,4.115777,572.31055,11.659328,534.56,946.7515
North Macedonia,117.420395,3.9610627,573.3644,10.846921,698.98,418.02246
North Macedonia,120.05378,3.7358103,589.75555,11.176465,823.96,979.56946
North Macedonia,122.20162,3.9517126,593.0737,11.171466,813.93,67.35085
North Macedonia,123.96283,3.6030393,568.9727,11.342885,761.97,2204.8435
North Macedonia,126.0157,3.059491,560.7327,11.878805,861.21,885.68494
North Macedonia,128.34009,2.3944583,548.5828,11.663985,631.03,1127.5267
North Macedonia,130.20831,1.773331,531.0758,11.942601,676.0,794.0216
North Macedonia,131.889,1.7213056,527.0159,12.691714,671.0,763.99805
North Macedonia,133.53075,1.6152544,507.63892,12.767541,614.0,915.9222
North Macedonia,135.88298,1.7329098,501.79813,12.710271,604.0,840.4066
North Macedonia,138.78096,1.473788,493.9358,12.614893,688.0,510.7246
North Macedonia,140.33386,1.3603874,483.977,12.971919,710.0,1231.8765
North Macedonia,141.29071,1.224769,464.58258,12.065792,762.0,670.9536
North Macedonia,142.5131,0.98972005,457.63953,10.87322,23455.96,970.2392
North Macedonia,145.5236,0.9219053,452.7452,10.634435,23969.26,148.2315
North Macedonia,151.42764,0.78454703,417.45004,9.698541,27723.92,2300.5945
Bulgaria,172.02664,3.7279809,557.8298,16.136559,1170.7,715.40216
Bulgaria,180.28368,3.3966534,547.1924,17.156057,1023.49,380.56714
Bulgaria,187.93904,3.3492541,555.86017,17.200268,750.45,295.84912
Bulgaria,194.62332,3.4985461,594.3438,15.314599,558.5,1331.0498
Bulgaria,200.63184,3.497118,620.72675,16.227686,762.42,311.11346
Bulgaria,205.62329,3.44067,630.0565,12.71802,1060.24,630.06165
Bulgaria,208.8935,3.1175425,639.12366,11.675102,1386.94,2457.4255
Bulgaria,209.45403,2.9846315,669.32806,12.210786,1580.79,606.55865
Bulgaria,209.09337,2.147818,652.38336,10.555874,1808.87,2259.2058
Bulgaria,209.69574,1.4777588,631.3212,8.830886,1759.35,804.5768
Bulgaria,212.21988,0.9153416,665.869,9.324374,1528.07,1605.7079
Bulgaria,217.22975,0.9474203,676.7978,8.150221,1166.27,1362.1012
Bulgaria,223.63257,1.4950242,676.35895,8.103501,1042.53,1641.9194
Bulgaria,230.70384,1.8480855,663.685,7.3984275,1059.25,130.81155
Bulgaria,237.81387,1.7600931,653.0893,7.043612,1254.56,1220.305
Bulgaria,244.26505,1.3400855,674.28503,6.9556947,1560.01,735.38354
Bulgaria,250.6062,1.4443991,674.6048,7.032686,1781.41,1056.5828
Bulgaria,257.4455,1.6315274,646.88,7.1868896,2046.39,99.08707
Bulgaria,264.46768,1.7191126,617.80115,8.252456,2646.16,376.65082
Bulgaria,271.31918,1.5635798,610.6847,9.561137,2938.25,3481.8823
Bulgaria,277.29062,1.4342827,614.6443,12.663611,3123.39,3649.321
Bulgaria,273.27197,1.4152925,604.0574,17.21715,2793.45,1731.212
Bulgaria,254.87541,1.5002488,573.98175,21.86481,2848.95,2254.0337
Bulgaria,230.73123,1.5791725,553.9079,25.352526,3037.82,2207.8198
Bulgaria,209.86504,1.4445204,567.0218,29.593409,3132.25,549.991
Bulgaria,201.99774,1.2659448,555.06525,31.945677,92.08,888.67694
Bulgaria,205.7469,1.0524616,553.00757,32.301823,92.08,1116.3756
Bulgaria,211.05278,0.96691024,542.70746,35.53141,92.08,48.286827
Bulgaria,216.65753,1.0339817,532.54254,37.1945,96.99,642.37427
Bulgaria,220.98845,0.96945775,518.3406,36.139584,84.45,540.0601
Bulgaria,220.6885,0.9049383,512.103,35.398293,144.2,2122.786
Croatia,106.032646,2.2071881,369.1732,5.892468,3118.26,152.23701
Croatia,108.075066,2.158959,368.6081,5.713886,2979.76,934.54565
Croatia,110.536095,2.101563,348.60376,5.9502506,3115.18,905.8495
Croatia,113.441376,2.306932,346.8327,5.6337776,3539.45,178.18813
Croatia,117.09169,2.4022756,345.03564,5.469269,3685.44,1069.2363
Croatia,122.37807,2.3338604,345.72037,4.641143,3557.62,1000.70056
Croatia,127.910866,2.0678241,342.89197,4.344173,3610.29,1883.7831
Croatia,134.01129,1.9837518,341.5876,4.4629335,3662.95,62.57054
Croatia,140.17288,1.8685108,333.44012,4.0558715,3715.62,318.42203
Croatia,146.40099,2.0287838,326.88947,3.4127958,3768.28,857.4713
Croatia,152.55133,1.8017119,312.0387,3.486505,3820.95,939.63245
Croatia,157.63696,1.6827723,303.93918,3.112279,3873.61,1150.2462
Croatia,161.7309,1.8638984,301.65793,3.0412874,3926.28,1421.4999
Croatia,164.81644,2.0486557,300.5648,2.8333418,3978.94,946.52106
Croatia,167.78218,2.1139722,277.70468,2.8261929,3549.18,75.648254
Croatia,171.12236,1.8864607,276.18674,2.9560616,3111.54,867.8653
Croatia,175.31847,1.8310829,267.00336,2.9871821,2656.35,1751.6947
Croatia,180.20827,1.9467839,267.52228,2.9904654,2666.02,609.27545
Croatia,184.86676,1.9082518,265.33163,3.34543,2666.02,471.2235
Croatia,189.00504,1.9495434,255.33841,4.1877666,2666.02,1198.4518
Croatia,192.29959,1.8598677,250.42107,5.826521,2666.02,2177.8464
Croatia,194.659,2.0385122,237.06151,8.130378,2184.51,13.2302
Croatia,197.33417,2.1237066,227.82928,10.091553,1970.71,597.39703
Croatia,199.87863,2.100661,215.27142,11.956641,1695.53,593.05414
Croatia,202.2735,2.1071746,210.23312,14.286529,2044.07,1485.424
Croatia,204.9228,2.0894897,214.49149,16.793291,2518.2,1580.1694
Croatia,208.2252,2.0348597,191.65791,17.166594,2030.77,2645.9033
Croatia,213.7266,2.0176234,185.19897,19.312328,2417.19,289.70535
Croatia,219.62729,2.1660423,180.75073,19.07478,2224.09,56.531162
Croatia,225.01425,2.1376622,173.1626,18.505482,1731.13,1492.7996
Croatia,229.92807,2.1481214,168.94443,18.45582,1238.18,869.5868
Romania,86.717674,6.230014,456.4334,220.52388,289.04,758.5047
Romania,89.28507,6.087643,462.78415,165.85138,295.15,579.18353
Romania,91.77384,5.4390664,485.73172,158.20111,261.51,235.91438
Romania,93.79542,4.8898697,493.29,152.98618,230.22,1610.8527
Romania,95.695755,4.2503066,500.87064,157.81348,248.89,297.3333
Romania,98.09617,4.2220087,518.3,122.35016,295.11,758.9842
Romania,99.94727,3.8163064,533.3858,122.1808,325.31,2357.806
Romania,101.77129,3.536725,520.41876,112.71068,280.99,311.72943
Romania,103.64397,2.9974742,493.7277,104.94389,211.35,2046.3693
Romania,105.81907,3.08352,470.18155,88.01854,173.02,981.4683
Romania,108.92727,2.2064161,453.50064,87.11709,174.25,1324.5947
Romania,112.8672,2.2307692,463.12335,73.00284,204.15,1532.0719
Romania,117.72331,2.927105,470.8488,64.05999,214.75,1611.7076
Romania,123.02672,3.0016372,465.46866,57.512672,217.63,76.76787
Romania,128.21631,2.7360685,446.40073,52.62813,212.17,1052.4891
Romania,132.85709,1.9425226,439.51376,46.636013,209.65,837.09247
Romania,137.01718,1.9313568,422.77985,40.920746,236.14,1014.53375
Romania,141.46783,1.7360657,404.7453,33.869644,264.47,36.01568
Romania,145.81013,1.7262104,401.15656,36.43393,257.32,289.3967
Romania,149.81093,1.3952779,398.5711,40.780968,227.23,2841.2666
Romania,153.33559,1.1447015,388.65417,51.52816,203.99,3336.358
Romania,156.04608,0.9554894,361.99237,66.7666,221.08,1218.0906
Romania,158.35109,1.0092412,356.18723,83.401985,242.44,2103.3374
Romania,160.1607,0.9717856,333.5962,97.52775,256.86,2224.6538
Romania,162.35507,0.816438,334.0969,115.34311,264.07,765.51624
Romania,165.3641,0.6502296,324.7139,131.90999,231.18,927.5801
Romania,168.72845,0.57831657,314.26733,138.50723,224.81,859.7665
Romania,172.85295,0.5906233,306.32904,155.12785,332.2,43.69317
Romania,176.98941,0.47770473,300.14468,166.1902,370.66,812.08606
Romania,181.07205,0.40813953,290.8781,163.15498,404.82,581.1212
Romania,184.38242,0.34299037,282.71436,160.44882,358.94,1493.0857
Bosnia and Herzegovina,79.29361,3.5874949,512.194,15.156277,227.33,742.62897
Bosnia and Herzegovina,81.217896,3.6616957,551.197,14.787528,287.21,1175.4733
Bosnia and Herzegovina,83.01893,3.4910479,554.5086,14.837458,374.1,300.95752
Bosnia and Herzegovina,86.322784,3.8613799,568.85706,14.666497,435.96,1109.0913
Bosnia and Herzegovina,92.13053,3.7971797,571.24835,14.192277,434.11,656.2401
Bosnia and Herzegovina,98.875885,3.6765146,571.15546,13.5421505,380.01,992.8608
Bosnia and Herzegovina,106.065,3.2730248,558.9729,11.860027,315.72,1318.0199
Bosnia and Herzegovina,113.72197,3.1949694,538.23206,10.581995,328.0,2355.6174
Bosnia and Herzegovina,118.718376,2.835953,503.76007,9.749705,407.82,1202.2039
Bosnia and Herzegovina,121.70755,2.6198716,490.32178,8.99631,434.32,1866.9795
Bosnia and Herzegovina,125.42242,2.2886283,482.93002,8.40952,429.15,231.72623
Bosnia and Herzegovina,129.25679,2.0775857,468.93372,7.8040843,377.28,550.6705
Bosnia and Herzegovina,132.54321,2.241379,457.17352,8.021703,390.32,198.18008
Bosnia and Herzegovina,135.382,2.1535547,442.30118,8.229605,425.21,956.90155
Bosnia and Herzegovina,137.74385,2.049108,428.03366,8.39813,457.36,1768.2748
Bosnia and Herzegovina,139.97908,1.7495841,431.34967,8.718011,481.63,546.6763
Bosnia and Herzegovina,143.70444,1.6973097,417.55365,9.094082,469.23,61.621952
Bosnia and Herzegovina,148.62631,1.6802593,435.16812,9.433702,615.39,899.27563
Bosnia and Herzegovina,152.21112,1.568037,411.62637,9.51636,739.07,826.4085
Bosnia and Herzegovina,155.75826,1.4863732,407.8077,9.709273,944.24,869.8291
Bosnia and Herzegovina,160.24297,1.5067472,396.62463,9.884914,878.23,258.82156
Bosnia and Herzegovina,164.38062,1.627922,392.09995,10.013478,995.01,2466.1833
Bosnia and Herzegovina,168.4838,1.7326188,378.62595,10.078425,1193.0,2175.9678
Bosnia and Herzegovina,171.80362,1.7698632,375.7677,10.244708,1386.49,1882.1031
Bosnia and Herzegovina,174.75694,1.7409078,370.79272,10.20981,1483.23,502.14603
Bosnia and Herzegovina,178.02574,1.4940567,375.0053,10.440447,51119.88,1038.7827
Bosnia and Herzegovina,181.25394,1.443608,366.20456,10.435409,58662.11,436.58447
Bosnia and Herzegovina,184.98701,1.297764,359.2846,10.385788,67357.56,1130.7438
Bosnia and Herzegovina,188.44058,1.5423126,353.79248,10.212929,76053.01,886.30707
Bosnia and Herzegovina,191.65004,1.5893464,357.5773,10.140546,84748.45,956.22284
Bosnia and Herzegovina,194.7708,1.6150746,354.41782,9.934429,93443.92,347.0461
Serbia,88.33015,3.860588,423.1563,27.479511,17685.5,1868.7489
Serbia,89.25238,3.8498447,427.63416,25.532425,17820.02,701.3311
Serbia,89.70266,3.696045,432.28018,22.65036,16612.86,911.3866
Serbia,89.657135,3.95038,448.6467,22.794304,16633.86,1840.625
Serbia,91.19752,3.9033813,469.06897,23.643414,16119.34,1035.5492
Serbia,93.99016,3.9646416,489.35608,22.750689,17052.7,2478.0886
Serbia,96.93696,3.7164056,506.42764,21.2335,17122.01,1540.5593
Serbia,100.67248,3.766972,518.64624,19.78119,17141.99,1145.6663
Serbia,105.27154,3.1673336,474.02124,18.178625,19853.22,624.5793
Serbia,110.32322,2.7168233,469.011,16.30046,16547.56,1810.0073
Serbia,115.20865,2.2715664,470.89066,15.759384,13413.86,2623.7412
Serbia,120.281235,2.2564912,449.3006,15.675362,15992.46,738.5585
Serbia,126.33173,2.7361157,431.5615,16.009302,16044.77,548.7667
Serbia,132.8049,2.9184554,429.39874,16.889795,16399.03,1989.0486
Serbia,137.82835,2.7367294,421.7641,16.212252,17949.88,185.5788
Serbia,141.29265,2.3479948,416.93726,15.902957,18431.35,1837.4318
Serbia,144.40329,2.3784328,404.04803,15.954175,19163.79,1543.2322
Serbia,146.90292,2.5033705,390.71854,16.116955,19528.13,668.9893
Serbia,148.70248,2.6284485,379.9188,15.80697,20949.22,935.77954
Serbia,150.37529,2.2407415,365.60464,17.258581,21024.85,1281.49
Serbia,152.66048,1.9277226,350.24762,17.914305,21317.75,270.4305
Serbia,155.99078,1.4888833,340.0436,18.633087,20892.4,1651.8928
Serbia,160.10469,1.582668,329.9235,19.249397,20069.49,749.2904
Serbia,164.40228,1.4305488,314.86902,20.1469,21175.54,3335.453
Serbia,168.04085,1.3144863,309.823,20.96561,21967.32,1817.2461
Serbia,171.50485,1.116007,309.14767,21.710817,22106.49,1684.8032
Serbia,175.30357,1.0375146,295.6001,21.985039,19243.95,1490.6545
Serbia,179.16716,1.0084044,293.60995,22.215519,18630.57,2286.9302
Serbia,183.17923,0.83314997,281.9568,21.812038,17541.45,3109.6838
Serbia,186.50302,0.76781505,280.00876,21.526405,17493.05,987.51636
Serbia,185.89328,0.724881,283.2734,21.156418,58.2,993.31903
Belarus,120.25443,3.2625217,275.10773,27.339756,2097.16,1032.3055
Belarus,124.80719,3.3923883,287.99554,27.02772,2097.16,425.0736
Belarus,128.15065,3.151473,302.10867,26.941029,1881.7,640.73553
Belarus,131.38596,3.311253,340.33978,29.612022,1822.95,1127.2941
Belarus,134.3011,2.9414408,350.87918,31.96569,1817.1,502.28525
Belarus,136.30786,3.343695,371.2152,30.04171,1962.61,570.4315
Belarus,137.21683,3.2590017,370.02197,23.9043,1603.58,992.4014
Belarus,136.0982,2.7740335,376.04007,20.526085,1919.86,2820.1646
Belarus,134.73193,2.5450964,385.29514,21.171457,2347.57,13.9281435
Belarus,133.8337,2.4846158,399.4891,21.909403,3646.91,1533.9045
Belarus,134.62796,2.5384142,383.63113,18.173004,3890.56,2827.9333
Belarus,138.0238,2.4975913,407.7736,15.978934,4235.1,686.58325
