País,Parkinson,Contaminacion_aire,Exp_plomo,Muertes_agua,Pepticidas,Precipitaciones
Gabon,35.103806,0.30259082,591.4536,467.6553,44429.92,271.81616
Gabon,35.174744,0.32777545,590.13916,447.80426,46204.26,1707.6788
Gabon,35.10745,0.29068995,601.95337,432.50616,43525.08,380.5379
Gabon,34.891502,0.29340982,614.6687,417.44913,46078.29,817.3864
Gabon,34.672638,0.23568068,620.734,399.29883,47850.64,2524.9385
Gabon,34.446865,0.22153552,615.03796,383.20114,46889.4,245.52469
Gabon,34.225483,0.21449661,614.63605,369.54733,48306.98,2162.8696
Gabon,33.95529,0.24652655,614.4085,356.29587,44960.61,926.07227
Gabon,33.651432,0.11652937,620.42725,348.95825,45180.98,1066.8794
Gabon,33.42153,0.08133655,619.81525,337.27335,47973.6,1691.5145
Gabon,33.160103,0.05019695,606.2449,324.71802,48712.16,1851.0779
Gabon,32.899597,0.09594163,606.1741,312.8093,48169.07,123.4489
Gabon,32.612225,0.20020251,598.26794,301.5809,65.8,1221.384
Gabon,32.38587,0.37054288,579.54114,295.3865,65.8,813.0826
Gabon,32.43983,0.6269328,570.2844,280.83694,65.8,989.1401
Gabon,32.587135,0.5966839,558.004,267.40765,65.8,34.52091
Gabon,32.767235,0.3661556,553.35956,250.38165,65.8,343.5672
Gabon,32.859653,0.29582232,542.0073,234.43855,65.8,3055.2712
Gabon,32.881905,0.32078618,523.8937,214.94199,1575.5,3617.2278
Gabon,33.281773,0.44112742,514.1278,197.57101,502.0,1398.8153
Gabon,33.922993,0.49930325,501.12097,180.5579,297.78,2083.1396
Gabon,34.656845,0.65832293,490.01025,172.71994,114.13,1672.71
Gabon,35.19901,0.7766195,480.37024,165.917,81.63,756.6068
Gabon,35.48548,0.81384116,477.58456,158.57086,82.0,873.16077
Gabon,36.297028,0.6389871,469.14868,149.85266,92.68,769.1827
Gabon,37.44559,0.44874176,461.88843,143.58589,110.14,41.04915
Gabon,38.62143,0.9623041,455.76413,136.19533,127.6,805.977
Gabon,39.30795,1.0857291,448.66888,128.75388,173.76,592.16046
Gabon,39.61557,1.2268432,439.63397,120.3593,778.04,2080.6646
Comoros,19.05529,0.13861163,888.17926,247.66278,322.76,349.98807
Comoros,19.324541,0.119088106,882.27576,240.71313,343.72,876.7502
Comoros,19.564182,0.113481335,872.8422,230.12152,364.69,3210.7676
Comoros,19.814352,0.12270014,863.0272,218.91689,385.66,13.662979
Comoros,20.064304,0.11583023,858.0291,209.58463,406.62,1561.8494
Comoros,20.305525,0.09800179,844.98096,196.98022,427.59,2422.674
Comoros,20.62794,0.103966616,832.8683,187.6925,448.55,397.0276
Comoros,20.929537,0.09976583,816.63885,184.21024,424.38,804.969
Comoros,21.26348,0.10601364,790.3185,210.11127,462.82,1174.1792
Comoros,21.621733,0.094868354,754.9216,184.75047,480.21,662.52423
Comoros,21.993185,0.05902628,733.4203,237.87082,598.78,1081.7675
Comoros,22.493732,0.03784939,701.917,170.31604,652.53,2357.0278
Comoros,22.998924,0.02682577,677.2296,199.16536,769.99,759.9281
Comoros,23.54683,0.024965651,649.6145,162.53316,858.06,960.966
Comoros,24.110004,0.039389152,613.083,155.97227,802.96,1214.0394
Comoros,24.660456,0.109422386,604.66187,156.59662,691.46,1493.786
Comoros,25.320755,0.22646694,578.8699,150.53923,499.65,1030.7607
Comoros,26.010508,0.2274151,580.2076,180.06825,463.12,1055.4277
Comoros,26.725887,0.13306275,572.97253,157.64456,471.07,797.4104
Comoros,27.412333,0.07963576,549.3891,145.27484,579.28,1421.3475
Comoros,28.026121,0.107791975,535.69257,131.79941,724.2,795.9147
Comoros,28.612051,0.2066116,532.1777,129.57262,831.39,365.52582
Comoros,29.229769,0.25392586,521.8536,121.09888,884.99,1824.8888
Comoros,29.83854,0.45279205,513.227,116.78498,9.98,2143.9712
Comoros,30.419783,0.42894778,518.0504,126.81092,9.98,1805.8778
Comoros,30.96429,0.42543578,509.14462,123.30029,9.98,1509.0303
Comoros,31.559011,0.22121282,500.17355,119.42339,12.22,866.6134
Comoros,32.32309,0.10801927,489.99564,116.48352,15.0,1042.1667
Comoros,33.083134,0.45453405,477.59442,110.99109,15.67,1628.72
Comoros,33.757942,0.50210226,473.72946,108.9476,13.23,1806.7228
Comoros,34.044785,0.58557737,471.26758,109.54205,9.42,610.51117
Djibouti,13.093572,1.1142654,788.22784,304.29694,3.12,437.75214
Djibouti,12.409357,1.0770197,789.26746,310.86844,3.12,1155.6215
Djibouti,12.412629,1.0043972,794.43896,324.59973,2.67,617.1224
Djibouti,13.195395,1.0346613,808.722,403.02472,3.31,748.3261
Djibouti,13.751233,1.0104058,796.3703,324.784,5.03,39.53743
Djibouti,14.070136,1.0307728,810.2512,316.2399,8.28,2023.4094
Djibouti,14.376571,0.88576275,807.5996,305.9189,11.53,870.94
Djibouti,14.528516,0.9236315,795.01306,316.5725,14.78,744.5736
Djibouti,14.583066,0.916354,799.07965,297.29904,18.03,1697.8854
Djibouti,14.6575575,1.1471992,789.97876,288.1962,21.28,1136.5393
Djibouti,14.791073,0.9880524,779.2703,286.5544,24.53,3420.4321
Djibouti,14.949037,0.82169133,764.2581,278.79443,29.52,1356.2666
Djibouti,15.1376,0.6723632,754.00275,269.00476,36.25,1237.9519
Djibouti,15.341439,0.7275646,738.00287,262.3043,44.72,571.28107
Djibouti,15.601395,0.7956205,737.8323,263.49905,53.18,1734.9023
Djibouti,15.979167,0.8985523,726.543,248.64604,58.81,3534.0903
Djibouti,16.416681,1.1546524,710.79877,243.03955,69.57,719.3454
Djibouti,16.843206,1.1897786,697.62036,244.81364,88.56,705.40295
Djibouti,17.2775,0.9830181,681.7047,240.65431,118.6,2500.8296
Djibouti,17.71052,0.8021595,667.05975,240.15784,138.26,201.33914
Djibouti,18.088238,0.8846099,658.58246,256.30307,148.08,1733.2206
Djibouti,18.46122,1.0945709,648.91724,237.74408,10766.39,1703.5161
Djibouti,18.88622,1.1729304,636.7463,233.7524,11981.38,653.54443
Djibouti,19.39726,1.3051286,625.58936,231.3918,8100.72,751.1444
Djibouti,19.991722,1.3089334,610.25226,213.07954,6465.79,1508.4385
Djibouti,20.571781,1.4284064,603.1584,208.13799,9270.95,310.1533
Djibouti,21.19718,1.4183779,591.703,203.2104,10146.78,1162.7273
Djibouti,21.888172,1.4410747,584.536,194.91737,10993.69,857.39197
Djibouti,22.641117,1.7280372,571.47406,182.50984,9394.86,2970.4365
Djibouti,23.456358,1.830137,563.26776,175.22615,9770.29,1770.4498
Djibouti,24.360176,1.9360355,553.4412,166.74554,10578.2,2197.4321
Eritrea,12.817389,3.1404324,1212.8934,4961.512,438.25,838.5288
Eritrea,13.094985,3.0577488,1206.7855,4733.4414,199.04,1256.7783
Eritrea,13.515143,2.8880477,1176.9097,4414.542,185.24,29.628563
Eritrea,13.723819,2.812017,1155.8784,4139.4937,484.4,444.65607
Eritrea,13.734228,2.7595427,1154.9772,3910.1511,587.21,2806.2815
Eritrea,13.73505,2.801234,1171.146,3761.4006,581.59,3427.879
Eritrea,13.753026,2.5706763,1150.9454,3590.1724,462.22,1128.702
Eritrea,13.836053,2.6312957,1125.5734,3449.828,522.75,1781.6593
Eritrea,13.959958,2.6649926,1097.8077,3315.795,582.07,2528.1785
Eritrea,14.09271,2.9997156,1072.2686,3221.4143,680.43,664.0028
Eritrea,14.2428665,2.7243915,1047.5979,3136.6956,863.44,719.7771
Eritrea,14.385924,2.4777691,1014.35455,3112.104,1039.6,856.3164
Eritrea,14.516389,2.2476315,992.41376,3088.3008,1148.16,155.22824
Eritrea,14.616433,2.318969,972.5914,2999.9263,1238.7,849.8542
Eritrea,14.697392,2.324282,957.3717,3031.2249,1344.6,559.2482
Eritrea,14.866452,2.4768257,936.0454,2972.6772,1397.55,1813.3391
Eritrea,15.126763,2.8701622,914.9684,2898.7136,242.0,164.35529
Eritrea,15.411586,3.3020375,894.3409,2846.8765,242.0,1383.666
Eritrea,15.697364,3.2010193,880.6796,2818.2778,242.0,2536.5059
Eritrea,15.958874,2.7139986,867.022,2708.3667,383.0,88.129395
Eritrea,16.224627,2.523555,851.3659,2633.3381,383.0,641.8594
Eritrea,16.501764,2.5573988,830.84827,2523.9622,383.0,854.4601
Eritrea,16.788761,2.5720773,813.26086,2436.4077,492.5,1580.9607
Eritrea,17.078228,2.5992737,798.8581,2412.9316,602.0,2333.0652
Eritrea,17.36443,2.6363838,775.8713,2206.145,630.0,797.6062
Eritrea,17.700148,2.9138994,764.55,2163.3171,822.67,1395.1829
Eritrea,18.071386,3.0279055,748.6884,2137.1208,1015.35,3304.2397
Eritrea,18.46052,3.0177848,738.50726,2093.8613,1208.03,255.22719
Eritrea,18.86695,2.9440913,726.4304,2046.0604,1400.7,474.65814
Eritrea,19.277657,2.9740856,714.22095,2010.415,2603.1,1375.0479
Eritrea,20.15285,3.002979,703.7266,1979.1031,2593.9,1175.992
Ethiopia,17.324936,2.3570752,1309.2927,69436.74,351034.75,2201.2283
Ethiopia,17.077076,2.22953,1298.8861,70332.88,356596.12,23.257183
Ethiopia,16.824577,2.1697166,1288.3888,71854.22,313098.12,701.3064
Ethiopia,16.689844,2.128662,1273.7179,72714.875,315314.72,1101.5627
Ethiopia,16.623802,2.0916615,1261.4155,73282.805,341963.9,1440.4298
Ethiopia,16.504139,2.0325475,1248.866,72459.586,347531.94,1279.4908
Ethiopia,16.452726,1.7175754,1223.2842,70953.17,349107.2,2594.2595
Ethiopia,16.471777,1.7160894,1197.1581,69242.85,368186.5,357.84457
Ethiopia,16.527302,1.6795334,1167.5343,67360.5,365432.94,112.413216
Ethiopia,16.584661,1.7757331,1135.3982,65026.582,371019.25,1319.2627
Ethiopia,16.610043,1.3054079,1098.4937,62892.254,360011.8,675.12683
Ethiopia,16.62849,1.0831542,1057.4764,60331.508,378176.0,570.429
Ethiopia,16.60987,0.89169455,1011.9715,57795.3,333316.7,238.25616
Ethiopia,16.569658,0.963094,979.3005,54918.0,354929.3,1590.3623
Ethiopia,16.546106,1.0760216,948.8676,52171.926,355546.38,405.8004
Ethiopia,16.57353,1.3753064,913.1888,50441.73,320940.56,794.1354
Ethiopia,16.704529,1.8527547,880.32916,48698.223,2.67,2781.3562
Ethiopia,16.886032,1.9179095,840.27234,46939.406,2.67,249.10043
Ethiopia,17.101368,1.5356281,802.45636,44812.473,2.63,1873.2756
Ethiopia,17.340717,1.0917041,767.31244,42833.195,2.53,934.52234
Ethiopia,17.579433,1.1026965,735.7321,40022.5,2.4,1485.2047
Ethiopia,17.885635,1.3086661,708.9549,38548.39,2.26,1505.7156
Ethiopia,18.216396,1.4486549,680.76227,36918.49,2.12,1560.0005
Ethiopia,18.576765,1.5644972,656.85406,35330.04,1.98,108.10537
Ethiopia,18.934738,1.5935457,635.2759,34602.188,1.84,883.28815
Ethiopia,19.232233,1.7995296,616.9445,33535.754,1.71,610.28143
Ethiopia,19.616484,1.8102486,604.60406,32556.172,1.57,988.8414
Ethiopia,20.013573,1.8317428,597.8758,32120.598,1.43,37.74819
Ethiopia,20.457487,2.1027253,590.6328,31512.693,1.29,327.0602
Ethiopia,20.936394,2.2475667,584.2914,30604.816,1.16,3097.5457
Ethiopia,21.602575,2.4030998,579.0919,29299.133,1.02,3377.1614
Kenya,16.724478,0.36984774,421.86197,18948.59,341.1,890.48364
Kenya,16.782154,0.36763296,423.24997,18628.516,402.6,465.66138
Kenya,16.843317,0.33567113,424.9192,18490.17,516.0,989.8693
Kenya,16.913916,0.30851597,425.94852,18298.162,533.0,1292.0444
Kenya,16.979294,0.2998035,423.88208,18124.143,560.0,877.84924
Kenya,17.027155,0.31154352,422.08994,17946.2,608.0,261.07925
Kenya,17.081308,0.30077222,422.60883,17709.354,677.3,1348.7478
Kenya,17.148853,0.31351203,424.59247,18046.293,692.6,2765.8918
Kenya,17.221216,0.3027775,429.2868,18248.836,608.0,5.6396346
Kenya,17.28766,0.35331517,429.17365,18103.064,578.2,1611.0121
Kenya,17.337446,0.2299014,436.1143,17578.016,15952.72,3030.166
Kenya,17.389671,0.20827004,437.0365,17330.807,15983.53,375.32538
Kenya,17.453566,0.13226654,445.18994,17426.314,36151.82,942.4712
Kenya,17.52171,0.13574739,452.85498,17815.66,36648.62,1109.1501
Kenya,17.59167,0.22337829,459.60696,17817.701,39156.74,772.8484
Kenya,17.66467,0.3966192,461.63788,17966.275,38991.86,1145.7233
Kenya,17.779058,0.74799806,461.50174,17977.555,42360.86,2217.3281
Kenya,17.94949,0.7128576,459.63965,18203.232,40584.16,839.56616
Kenya,18.162306,0.50925994,460.54987,17812.783,36446.37,1307.4464
Kenya,18.397535,0.42509678,459.21783,17677.168,28250.23,1717.3679
Kenya,18.63565,0.52281064,455.9714,17469.012,25257.27,2064.338
Kenya,18.926897,0.77441525,452.51257,16851.512,31953.87,758.506
Kenya,19.299763,0.8514122,444.96384,15971.974,34536.78,1396.5798
Kenya,19.74322,1.2213929,437.54422,15065.013,38002.85,1081.1852
Kenya,20.234623,1.3099524,427.2498,13672.263,42826.91,1167.7194
Kenya,20.746881,1.516374,419.5696,12825.344,44200.59,834.9504
Kenya,21.353912,1.1549205,407.963,12013.348,47831.31,375.1913
Kenya,22.059685,0.99695706,400.42133,11542.019,52084.81,2093.4243
Kenya,22.816708,1.790394,394.2601,10769.017,54817.76,2000.8586
Kenya,23.558313,2.0090084,384.60028,10230.359,60041.64,1422.6727
Kenya,24.2927,2.2444139,378.25232,9624.402,62924.73,2149.2727
Madagascar,16.548136,0.26492408,1061.8081,15382.225,86.58,538.02576
Madagascar,16.316818,0.2792128,1062.4839,15293.529,80.82,816.99274
Madagascar,16.10291,0.25414962,1058.7047,15269.155,75.07,1312.9161
Madagascar,15.891097,0.24649966,1089.5808,15312.09,69.31,2494.7937
Madagascar,15.696328,0.22400053,1046.4554,15307.67,63.56,876.701
Madagascar,15.479265,0.22516693,1040.6675,15408.951,57.8,1365.1566
Madagascar,15.255795,0.21324115,1047.5504,15446.973,52.05,2892.326
Madagascar,15.074134,0.21579637,1052.2289,15493.871,46.29,299.2953
Madagascar,14.91455,0.2217492,1061.9164,15302.374,40.54,607.7739
Madagascar,14.765323,0.2594919,1039.9911,15703.037,34.78,1624.3119
Madagascar,14.616896,0.1711153,1032.3679,15145.943,29.03,1164.1941
Madagascar,14.4959545,0.1486431,1014.60406,15122.439,23.27,751.72925
Madagascar,14.408431,0.088200316,1020.74493,14890.325,17.34,1609.9387
Madagascar,14.336879,0.09230337,1023.3271,14854.041,12.31,239.65338
Madagascar,14.270219,0.15827028,1007.7956,14852.59,19.05,1187.4943
Madagascar,14.210695,0.36937726,979.21924,15810.758,8.44,819.6244
Madagascar,14.183649,0.8958913,954.06934,15953.233,8.09,1772.4437
Madagascar,14.18517,0.8480767,931.2863,16329.52,6.83,274.3125
Madagascar,14.208532,0.5050361,923.2029,16849.215,3.75,1192.6212
Madagascar,14.2368765,0.29505286,917.47754,17106.873,3.75,934.20386
Madagascar,14.277971,0.40603465,908.1755,16769.893,3.75,1135.9913
Madagascar,14.377357,0.76713085,897.795,17072.748,3.75,1583.7748
Madagascar,14.523154,1.1111275,884.1748,16933.64,3.75,1481.5507
Madagascar,14.699197,1.5083784,873.8549,16281.023,3.75,1393.2501
Madagascar,14.869489,1.3492807,865.10205,15405.09,3.75,1147.3135
Madagascar,15.035105,1.292967,857.6922,14870.195,3.75,172.29234
Madagascar,15.250704,0.8844282,847.0984,14396.192,3.75,820.27026
Madagascar,15.505562,0.65553033,835.69543,13825.62,3.75,186.46317
Madagascar,15.794567,1.6969109,825.3222,13156.64,3.75,1394.9242
Madagascar,16.092056,1.9285231,812.7546,12278.677,326.48,1791.5406
Madagascar,16.593473,2.1907337,803.34534,11837.455,326.48,658.9717
Malawi,16.614634,0.57134223,696.2508,17175.775,447.26,2019.2228
Malawi,16.486593,0.6590174,706.182,17326.85,210.34,1986.7767
Malawi,16.421326,0.59700584,724.11145,17122.348,154.0,2356.1782
Malawi,16.50354,0.5556278,739.4193,17000.596,258.38,3513.2449
Malawi,17.017698,0.47613385,765.27515,15723.121,260.8,968.1992
Malawi,17.707916,0.52927965,787.70905,14772.238,138.79,1177.7639
Malawi,17.9748,0.5353764,808.6803,13813.38,181.92,445.45132
Malawi,17.910051,0.6496892,827.3911,13018.738,111.77,818.37915
Malawi,17.785519,0.6710176,852.4044,12439.504,113.25,1512.2524
Malawi,17.626324,0.752944,858.7159,12832.33,114.73,854.71924
Malawi,17.450327,0.5340189,862.2332,12177.821,116.21,287.76993
Malawi,17.267294,0.5383483,853.09155,12238.516,117.69,1286.6655
Malawi,17.09651,0.4021567,852.3417,11502.601,119.17,2870.9634
Malawi,16.934914,0.36014652,852.6113,10765.14,120.65,23.458887
Malawi,16.779774,0.64034325,854.18115,10190.809,117.16,1689.5365
Malawi,16.637493,1.2032685,832.36145,9687.356,113.68,3398.4038
Malawi,16.511993,2.2661602,816.5607,9491.55,110.19,490.88272
Malawi,16.430357,2.2348,798.74146,9056.972,106.7,856.6115
Malawi,16.37844,1.7519808,783.1468,8542.182,137.87,1068.2931
Malawi,16.362501,1.1428622,770.1218,8422.666,134.93,584.463
Malawi,16.369589,1.0636908,760.22736,8259.445,110.12,1085.9897
Malawi,16.421068,1.2821335,743.06573,8109.2144,128.72,2346.0134
Malawi,16.561974,1.4073672,722.71295,7482.68,115.0,731.4131
Malawi,16.738016,1.5268606,706.34644,7015.347,107.59,1130.9977
Malawi,16.965698,1.3023138,695.79425,6722.5537,90.05,1371.801
Malawi,17.196545,1.227583,691.5977,6468.185,75.6,2435.4556
Malawi,17.423218,1.3277845,686.0365,6289.1665,95.82,833.53613
Malawi,17.715689,1.5273099,679.1903,6133.6294,108.71,1590.8684
Malawi,18.01551,1.5750499,675.25507,5989.199,101.38,965.9128
Malawi,18.357763,1.6272573,667.0918,5838.599,71.24,1448.3177
Malawi,18.911724,1.6819948,657.3432,5587.8057,71.24,703.2222
Mauritius,42.5091,0.121830374,485.42282,22.765368,19.74,226.39499
Mauritius,43.946323,0.1215101,443.9823,14.50705,19.74,2599.2803
Mauritius,45.40006,0.12001306,435.84497,13.878245,19.74,2132.369
Mauritius,46.818687,0.10082629,448.11786,12.691742,19.74,2054.5745
Mauritius,48.21129,0.09957579,438.89523,13.324737,19.74,259.0916
Mauritius,49.56308,0.10448131,427.7152,11.47804,19.74,1038.5679
Mauritius,51.020878,0.093048654,426.3768,10.676587,19.74,191.52107
Mauritius,52.59019,0.09642851,447.4975,9.693302,19.74,1225.143
Mauritius,54.181953,0.08926111,429.85516,9.362814,18.82,747.3398
Mauritius,55.75019,0.08717641,430.37198,9.533129,17.32,933.81647
Mauritius,57.173004,0.051788274,422.69778,9.270148,16.58,389.80063
Mauritius,58.400784,0.047132254,421.17783,8.938626,15.66,966.8653
Mauritius,59.4285,0.023067763,426.87613,8.24276,15.54,82.725784
Mauritius,60.3645,0.025006184,412.95706,7.60348,13.14,2257.76
Mauritius,61.4723,0.017285658,380.12735,8.039594,11.92,904.0699
Mauritius,62.931583,0.040347453,335.62628,8.655303,11.31,1219.2151
Mauritius,64.947876,0.08085393,311.875,10.755529,13.24,797.9136
Mauritius,67.53627,0.09523074,299.16174,10.993623,13.81,958.3015
Mauritius,70.40849,0.05797122,294.56622,11.725792,13.55,900.7256
Mauritius,73.35669,0.026803896,288.18195,11.494371,12.27,851.47296
Mauritius,76.19943,0.014598804,273.34668,10.430041,12.27,417.55386
Mauritius,79.17796,0.0215812,261.66336,10.119559,12.27,1157.0663
Mauritius,82.56215,0.021007396,255.9559,10.769046,12.27,628.24
Mauritius,86.083244,0.062014975,250.79568,10.418929,12.27,830.979
Mauritius,89.76912,0.02924686,251.84557,10.325197,12.27,30.216217
Mauritius,93.507835,0.013640394,253.18517,10.8928385,12.27,2546.9539
Mauritius,97.59678,0.001503559,253.11757,11.527199,12.27,886.46204
Mauritius,102.08294,0.00010827001,242.67929,11.975218,12.27,817.91394
Mauritius,106.62816,0.0038732656,253.36038,11.883703,3857.37,1820.2594
Mauritius,111.33556,0.003448728,249.09998,11.84844,3124.66,1061.1222
Mauritius,119.132385,0.002368577,237.66985,11.4077835,3414.93,3399.14
Mozambique,17.934937,0.27292714,1030.5391,16044.417,454.53,1026.0828
Mozambique,18.225906,0.30301365,1027.5402,15199.047,549.17,2505.2256
Mozambique,18.461014,0.2720236,1030.503,15186.015,573.97,264.23962
Mozambique,18.562471,0.25743198,1030.6963,15110.415,632.75,45.75094
Mozambique,18.23249,0.22407714,1025.2262,14964.196,691.53,976.0053
Mozambique,17.639654,0.24491774,1027.5718,15352.854,750.31,944.89215
Mozambique,17.324467,0.24710637,1035.7147,15540.206,809.09,521.1027
Mozambique,17.248396,0.28857535,1046.8691,15731.955,681.5,288.55728
Mozambique,17.202732,0.29364517,1050.9564,15741.976,783.14,1358.5808
Mozambique,17.151495,0.32820693,1058.4105,15920.412,1175.49,222.83023
Mozambique,17.071444,0.2335705,1079.17,14896.331,81334.44,645.3066
Mozambique,17.002316,0.23664911,1067.0712,14039.653,77687.4,2220.2087
Mozambique,16.934467,0.16796863,1076.9768,13383.318,80789.86,180.13086
Mozambique,16.869627,0.15941559,1080.3258,12812.654,77589.0,1580.1554
Mozambique,16.80157,0.30666915,1097.9938,12336.862,81137.04,856.33594
Mozambique,16.720171,0.6507161,1121.8141,11892.991,83075.58,1202.4508
Mozambique,16.671217,1.3211344,1140.4025,12352.616,83258.86,1481.1312
Mozambique,16.64219,1.2736202,1155.0332,12132.297,81373.91,1392.9395
Mozambique,16.620476,0.9536269,1177.598,12021.112,81295.26,83.95738
Mozambique,16.562708,0.57847214,1199.6361,11760.58,83397.5,1105.8529
Mozambique,16.427338,0.5582949,1227.404,11180.098,94977.16,616.9298
Mozambique,16.267767,0.79029727,1239.7373,10484.4375,95154.84,1257.8081
Mozambique,16.103853,1.0359122,1243.7776,10267.394,94706.76,102.81081
Mozambique,15.971591,1.3011086,1238.1562,9897.638,94364.51,584.0805
Mozambique,15.864368,1.0050387,1219.2373,9631.0205,102199.36,2754.011
Mozambique,15.782533,0.88750005,1199.8533,8796.839,106131.02,3496.3691
Mozambique,15.8245125,0.8668645,1169.3646,8329.758,117524.11,1831.4233
Mozambique,15.957059,0.9337505,1141.9591,7824.6777,119367.3,2123.8772
Mozambique,16.16486,1.1568238,1110.7625,7439.87,124182.4,2010.1736
Mozambique,16.395292,1.2107569,1085.1732,7423.372,126023.54,670.2893
Mozambique,16.818264,1.2635338,1055.9535,7031.4497,137637.8,574.40265
Rwanda,16.862715,2.7242432,1247.7595,6207.036,12.05,1105.4459
Rwanda,16.625664,2.7109277,1281.3097,6354.339,10.02,1817.3926
Rwanda,16.37089,2.485173,1319.7983,6180.2295,6.77,96.823845
Rwanda,16.023254,2.0218403,1356.5363,5804.277,12.41,370.7564
Rwanda,16.563679,1.7957169,1372.6586,13292.398,18.05,630.88367
Rwanda,17.75292,2.012671,1366.0258,5565.534,23.68,883.61743
Rwanda,17.301191,1.992709,1335.9417,5407.758,29.32,1075.0815
Rwanda,16.038548,2.0970037,1315.7031,5495.3,34.96,1685.1082
Rwanda,15.325558,1.6164483,1277.3213,5629.568,40.6,731.629
Rwanda,15.053722,1.8228652,1205.1652,5615.0903,46.23,108.074905
Rwanda,14.886879,1.1999247,1123.3169,5540.2983,51.87,1017.56635
Rwanda,14.810274,1.0946592,1027.5073,5368.568,57.51,1742.3584
Rwanda,14.824326,0.6795303,949.527,5167.8276,63.15,703.4344
Rwanda,14.929395,0.6281343,879.5145,4971.56,68.78,813.0464
Rwanda,15.104313,1.0191615,820.7231,5075.539,74.42,931.2398
Rwanda,15.329058,1.5299395,765.88416,4843.296,80.06,2448.2644
Rwanda,15.65922,2.2296965,721.2543,4580.507,85.7,21.54404
Rwanda,16.068058,1.7273238,682.5053,4238.9346,91.33,651.97296
Rwanda,16.524103,1.1823483,650.4938,3914.7988,96.97,716.2373
Rwanda,17.016375,0.9792853,621.8247,3518.356,102.61,1561.2263
Rwanda,17.50381,1.3023819,603.09766,3279.524,196.7,1371.3466
Rwanda,17.97049,1.6651003,587.94476,3081.764,111.6,2589.8374
Rwanda,18.399752,1.8646824,576.8248,2716.4119,185.14,291.81387
Rwanda,18.803396,2.2180417,566.4781,2530.6545,272.15,116.28882
Rwanda,19.197018,2.2995832,557.3181,2551.807,272.15,1014.4792
Rwanda,19.632467,2.490904,547.867,2496.439,7.15,781.96356
Rwanda,20.1649,2.2542388,537.0113,2376.854,7.15,491.07846
Rwanda,20.662449,2.4344764,529.54504,2187.092,7.15,316.1246
Rwanda,21.140875,3.1765876,523.9471,2080.9272,7.15,1455.4822
Rwanda,21.643873,3.496741,518.3347,2022.5452,7.15,328.35916
Rwanda,22.397663,3.8512373,516.4634,1989.3826,7.15,924.1792
Seychelles,65.27815,0.09073917,381.0126,3.2152066,23.06,879.1477
Seychelles,65.97202,0.107099794,378.06082,3.1473904,42.81,1914.7982
Seychelles,66.79275,0.09854105,378.91644,3.0989444,31.08,611.2526
Seychelles,67.68231,0.09604739,378.1146,3.0576243,24.27,525.22064
Seychelles,68.664825,0.07843138,382.19342,3.009432,3.16,1299.936
Seychelles,69.72191,0.092617504,378.04446,2.9635527,0.93,2320.4106
Seychelles,71.13697,0.084472425,375.28204,2.915309,15.36,28.794386
Seychelles,72.88826,0.065020226,368.4266,2.8402507,20.88,639.5158
Seychelles,74.672745,0.10141053,362.1563,2.7722597,33.71,871.5062
Seychelles,76.2262,0.0870151,354.61545,2.7133756,25.38,1204.4547
Seychelles,77.29896,0.04956943,343.6548,2.65221,38.93,1460.9138
Seychelles,77.68347,0.061366748,340.5541,2.6079178,74.17,2944.8535
Seychelles,77.402306,0.020700442,343.4853,2.6070116,92.36,224.01308
Seychelles,76.859215,0.02340596,343.71542,2.6151648,123.59,62.021885
Seychelles,76.5031,0.03284251,333.29697,2.6594844,117.87,1106.5238
Seychelles,76.6988,0.13269702,329.43524,2.719685,135.71,847.7413
Seychelles,77.41033,0.28717867,323.4394,2.7545717,123.39,542.2014
Seychelles,78.37372,0.2380815,315.26837,3.3786752,125.72,228.83926
Seychelles,79.55979,0.13780315,310.26874,2.8057451,175.18,1437.9968
Seychelles,80.74602,0.09976351,303.61588,2.8291886,250.53,318.56143
Seychelles,81.979065,0.09389792,289.97543,2.8294406,330.46,886.8462
Seychelles,83.52018,0.14888418,280.9267,2.8309627,372.84,2311.946
Seychelles,85.301346,0.23829444,281.66165,2.876019,356.49,576.05225
Seychelles,87.279945,0.39564872,277.2596,2.8765554,299.44,1751.5562
Seychelles,89.41095,0.37383932,273.92868,2.8737822,316.0,843.41394
Seychelles,91.635544,0.3957273,273.25735,2.8808835,443.29,1232.4038
Seychelles,93.90765,0.1866386,273.39362,2.8878255,616.76,1608.8176
Seychelles,96.40589,0.07847083,271.1429,2.8317058,722.14,1631.9913
Seychelles,99.00564,0.43239358,268.02728,2.8088791,746.83,67.23318
Seychelles,101.48339,0.48435894,263.03568,2.7929897,746.83,1009.22906
Seychelles,105.56487,0.440777,225.52063,2.46557,16582.0,779.1501
Somalia,11.542683,0.5463404,1531.5734,13145.783,145464.42,4026.7134
Somalia,11.836061,0.54015976,1520.7422,12864.11,137497.56,1297.0646
Somalia,12.24063,0.5497121,1515.3027,12720.987,139638.11,2121.5903
Somalia,12.487676,0.5488926,1508.5948,12567.877,136343.62,3102.207
Somalia,12.393784,0.51637113,1511.1555,13452.025,149723.22,741.7253
Somalia,12.225235,0.53849894,1515.7931,12747.843,152967.1,695.95123
Somalia,12.123477,0.4664894,1511.5243,12812.86,148602.38,1279.843
Somalia,12.007663,0.5241776,1505.7181,13145.096,148587.1,38.231422
Somalia,11.882647,0.5845817,1498.7731,13427.853,146026.4,754.95337
