Variable,Importancia Media,Desviación
Exp_plomo,1.3061142746018326,0.05240540320920342
Contaminacion_aire,0.2934042525291339,0.02124493152943157
Pesticidas,0.15808778425089348,0.0117830437489025
Muertes_agua,0.09142072510332504,0.009672498219436054
