Parkinson,Contaminacion_aire,Exp_plomo,Muertes_agua,Pesticidas,Precipitaciones
152.99164,0.35696128,272.49673,2.1144574,367.4,816.82135
157.2849,0.3599279,271.59415,1.7505809,335.31,677.1986
162.23901,0.32794365,265.77313,1.4770308,477.63,703.4344
166.94798,0.288309,261.20905,1.2286013,594.46,767.5202
170.61893,0.27846602,270.34183,1.1046689,723.54,678.6274
172.39517,0.25539666,281.61124,0.98518485,743.57,611.2526
172.38292,0.28265774,275.4883,0.9222095,1113.49,799.85956
172.07755,0.25975072,252.68893,0.78847957,1033.0,821.01666
172.3516,0.2502195,238.76913,0.69025755,881.2,817.57227
174.44707,0.254846,234.08324,0.70788467,1027.5,857.85645
178.29973,0.3239839,224.26709,0.71260214,1074.01,704.53845
183.01675,0.35448667,215.7152,0.670174,1281.04,917.7246
188.04416,0.36743206,212.67102,0.68310535,1250.48,676.38257
192.79208,0.30472362,202.49529,0.7067389,1422.56,773.6653
197.18556,0.30559692,193.84277,0.7634185,1510.12,682.8981
201.14178,0.25160414,188.89426,0.81557083,1724.62,820.62274
205.72116,0.21112911,185.0235,0.8410327,1478.43,893.13416
210.70595,0.2750465,181.65732,0.86502844,1586.99,557.9807
215.91722,0.25753513,170.43507,0.82662064,1650.65,760.249
226.1379,0.25745392,169.55338,0.81249243,1900.41,738.3027
216.22238,0.24607687,166.3286,0.7893696,1984.43,785.1434
101.57799,1.8723882,425.12793,46.723408,5422.0,717.8429
103.282425,2.0090885,446.54156,37.264046,5422.0,681.325
104.98461,1.7888863,435.0698,34.324173,7363.0,670.2893
106.7344,1.7414559,416.64212,27.952162,8825.0,724.0496
108.7945,1.5493562,408.06982,26.251844,9330.0,753.58765
111.080414,1.6104583,407.03723,24.294085,7136.0,737.3097
113.10617,1.4475944,393.3617,27.625727,9824.0,712.4643
115.088196,1.3510978,388.09082,24.460459,9501.0,774.3614
117.169106,1.3997416,368.10086,21.335966,8699.0,828.90436
119.56081,1.5542325,363.0704,19.99113,8466.0,766.82214
122.578224,1.488347,336.88562,19.99413,8848.0,758.7787
125.871,1.4616644,324.20898,20.538557,8855.0,861.80676
129.20691,1.5554202,311.27695,20.027607,10358.0,765.51624
132.56442,1.6152434,304.63876,18.780523,7184.0,591.3268
135.96068,1.5229839,299.35855,15.639543,8726.0,728.4024
139.58218,1.462274,290.90512,16.427267,16039.0,685.0575
143.28423,1.4478521,285.48276,15.837299,17101.0,684.91656
146.77673,1.4594022,281.24014,21.076797,18721.0,809.5556
150.05563,1.2972404,273.61752,23.736015,20611.02,741.7253
153.23721,1.1720294,265.22086,33.672028,18493.03,771.7963
156.48215,1.0303909,250.16547,47.472424,19449.02,946.1351
160.33894,1.0445822,238.86227,58.613174,21779.27,673.5637
164.55498,1.1535681,233.55536,79.84788,21885.99,737.3449
168.88135,1.1776595,223.08224,113.734604,22191.79,756.08563
173.30603,1.1281627,209.7964,146.97386,23550.58,742.04285
177.52913,1.0720845,208.72699,179.65897,23996.1,604.55505
182.0961,0.9190755,200.78564,206.98894,24452.66,801.62964
186.98788,0.8045273,199.82957,262.4709,25073.56,916.17236
191.88924,0.92597795,200.29903,285.9482,23156.57,627.8611
196.79834,0.8796745,193.16112,291.4702,24253.22,674.64417
201.32648,0.87824535,188.86911,292.10492,24616.37,773.4669
205.35587,0.87785554,183.64568,290.7902,26949.22,813.2423
88.767006,4.6777554,363.36368,58.56943,2897.0,521.1027
90.809074,4.9551415,391.31262,60.83376,2501.0,600.6993
92.56684,5.153388,449.06195,64.52551,2553.55,452.93402
93.811714,5.3372827,470.96426,55.968735,2606.11,642.44977
94.71784,4.48066,452.42215,45.451843,2658.66,731.88855
94.992615,4.0078416,420.71185,36.841686,2711.21,699.4826
95.52103,3.4605367,403.4648,31.887405,2763.76,633.8199
96.10683,3.3690207,417.22083,30.26608,2816.32,604.2482
97.19563,2.7180371,422.34714,26.414425,2868.87,548.93896
98.954666,2.707687,415.88187,23.211367,2876.28,632.1048
100.70033,3.5328588,422.53705,19.768324,2606.44,579.18353
102.534515,3.5730894,427.66595,17.43157,2715.73,491.07846
103.993675,3.3924787,422.17117,14.938579,2915.4,582.9558
105.244286,2.5932326,443.5108,12.995626,2394.93,656.24243
105.832275,2.754644,429.45453,10.626716,2466.37,542.2014
106.32845,2.2404556,420.7166,9.60989,2556.03,513.81146
106.62772,2.252247,408.79584,9.149952,2924.63,648.31067
107.01175,1.8546544,405.21994,8.865862,2308.27,446.12686
108.096016,1.7466369,414.2574,8.649033,2466.13,744.6601
109.642944,1.4830756,373.7226,8.562332,2453.95,428.2976
112.37645,1.3526968,369.29398,7.68939,2316.22,534.834
114.88405,1.2625965,353.22028,7.4037404,2409.25,634.706
117.32424,1.0095059,362.43973,7.563523,2500.4,600.92194
119.50694,0.896695,366.39865,8.206654,2739.0,477.55383
120.19565,0.72602993,348.06427,7.969287,2981.0,651.4671
120.92924,0.5916043,320.97763,8.234617,3116.0,573.55286
121.46326,0.6000275,315.48428,8.204179,3349.45,505.14203
123.414246,0.56847674,308.00854,7.8029575,3374.7,450.01
130.78804,0.529152,303.5624,7.4082336,3354.9,481.91583
132.71764,0.50516033,302.1988,7.1595335,5166.75,627.96576
105.32202,2.5213985,288.5626,596.0837,25961.0,570.2493
106.5092,2.7714086,349.26065,710.8331,25961.0,575.66974
107.77195,2.8473942,389.71896,773.7722,25961.0,597.4859
108.49581,2.6794355,372.66232,716.318,25961.0,616.2632
108.97921,2.4303503,352.28357,566.3913,25961.0,577.1649
108.92959,2.262264,336.2138,473.08585,25961.0,608.60376
108.53216,2.1007063,337.2343,465.66092,27372.06,598.63464
108.51601,2.4541104,373.01202,535.9156,28783.11,561.5412
108.868004,2.439788,395.31372,492.06137,30194.17,574.57587
110.49451,2.200301,406.78217,444.0992,31605.23,584.9839
112.86729,1.9656733,420.85754,384.85226,33016.29,581.1212
115.10313,1.8501495,427.9216,345.58713,34427.34,561.7336
117.09749,1.6851051,413.39728,293.7642,35838.4,597.61053
118.42162,1.6115855,421.46103,260.38492,37249.46,568.1528
119.15896,1.3509066,382.0825,215.73257,38660.51,597.5823
119.68822,1.2012051,358.83353,196.13803,40071.57,613.4943
119.35251,1.1712589,356.23526,181.83568,41482.63,608.4926
118.915405,1.254375,335.01382,165.87402,42893.69,569.428
119.275116,1.1874516,333.42786,164.69118,44304.74,565.6916
121.76389,1.1449072,306.6816,168.06306,45715.8,562.0069
126.89495,0.91922957,290.31873,171.98549,47126.86,573.2943
132.12546,0.8464065,275.60706,165.62376,48537.91,599.9461
136.65565,0.80306697,268.40472,168.1873,49948.97,572.8457
139.76347,0.85937345,255.6544,160.46472,51360.03,589.88837
140.71698,0.83980876,246.05017,150.18227,71057.0,569.81085
141.40746,0.6894071,227.00899,141.6504,79522.64,604.66864
141.50876,0.60553974,223.34172,133.47978,74671.56,566.32245
142.82195,0.551288,215.6017,135.4607,77306.76,596.6593
147.33014,0.51591194,210.59207,131.98589,90534.96,589.1169
152.18785,0.47485495,207.93044,131.46239,97018.45,587.5226
96.45503,1.317506,301.39594,5.1210575,3889.7,705.1422
97.89106,1.2021424,292.24377,4.622862,4158.5,804.1685
99.45956,1.2230394,294.1575,4.276666,6146.9,871.5676
100.87463,1.0902748,284.30856,4.00801,3905.4,920.23083
102.19797,1.0318927,293.04483,3.814387,3247.2,863.47925
103.32111,1.1348712,294.5044,3.6359608,3582.5,902.8929
104.50578,1.1644133,289.5179,3.4581623,2831.9,921.82166
105.921486,1.0809714,280.48923,3.2776532,1457.49,828.00366
107.29476,1.0509034,277.79663,3.046195,1549.87,892.28107
108.42307,1.2331609,273.7605,3.0315397,1642.21,839.5787
109.37365,1.3448644,271.04358,3.0970888,1515.43,611.5205
110.273895,1.349863,262.78976,3.1666923,1573.03,888.10925
111.45025,1.2807014,265.7183,3.2408898,1545.6,958.8369
113.07594,1.3287657,259.3328,3.2728193,1586.97,798.9702
114.97554,1.3019124,257.7031,3.38148,1595.47,850.3109
117.00144,1.2904129,247.46,3.526049,1498.24,847.3069
118.96471,1.1884885,240.18797,3.748452,1654.12,859.2976
120.853546,1.1882778,229.16806,3.87197,1880.75,1181.9973
123.04204,1.1490108,223.79382,3.9567964,1410.5,691.0234
125.86773,1.2679231,214.64752,4.067769,1563.78,771.55994
129.14008,1.1880791,206.47226,4.152648,1620.28,865.3114
132.50691,1.1178213,200.26485,4.251787,1721.83,961.0082
135.68347,0.9842632,202.1659,4.436457,1567.86,735.6146
138.44005,0.92399853,191.7938,4.544766,1520.0,921.4924
141.03844,0.8881757,190.77232,4.666655,1724.0,888.3368
143.79294,0.9103159,187.71178,4.698162,1785.0,758.1788
147.19724,0.8494583,178.18375,4.609533,1859.0,864.6266
154.50821,0.83836585,175.81851,4.603162,1810.0,976.17065
155.80093,0.8030089,172.16663,4.474499,1620.0,828.6315
125.27115,3.2704298,166.58765,1.105311,1309.0,1247.1051
127.07474,3.2465076,170.86559,1.0073439,1112.0,1218.1729
129.02472,2.9807508,165.78116,0.9434131,944.0,1207.5143
131.54688,2.933887,154.82574,0.77242243,987.0,1405.3
134.31526,2.6635098,151.2256,0.727463,953.0,1422.1198
137.03561,2.4909418,148.14214,0.74501926,1245.0,1212.0245
139.88629,2.2774146,148.29614,0.69914234,1091.0,1342.1002
142.88324,2.4571223,142.47852,0.55405366,1134.5,1387.0117
146.13564,2.172235,137.02943,0.5825803,1468.0,1314.9246
149.51027,2.1866302,135.69148,0.5602823,1387.0,1245.3917
152.38086,2.3128295,128.83922,0.54591763,1164.1,1347.7225
155.12689,2.3112056,129.06296,0.5024451,1361.0,990.2184
157.98387,2.0901575,123.960075,0.47102645,1557.98,1429.0646
161.35683,1.7072122,117.08559,0.4738196,1383.88,1227.2949
165.54747,1.6345067,115.87159,0.48573035,1280.98,1172.7555
169.85019,1.4670372,111.65357,0.5080528,1155.23,1214.3741
174.28397,1.3208141,106.31566,0.5965068,1218.15,1442.2903
178.60977,1.2499506,103.96425,0.7716354,1162.87,1357.3389
182.61316,1.2948118,100.82025,1.1021674,1134.37,1541.1807
187.27779,1.4181358,96.7401,1.6051425,1121.91,909.1686
193.43188,1.4276046,95.560455,2.1370163,1016.08,1277.4371
200.15276,1.3542936,93.05337,2.5744722,917.36,1436.19
206.5695,1.2909541,87.797844,2.8734002,1008.99,1763.293
211.5152,1.2757577,88.407524,3.4042,1046.61,1137.7596
214.10886,1.2803247,84.87713,3.592134,1155.95,1461.5359
216.43811,1.2698693,82.564224,4.1257505,1087.02,1428.12
218.99817,1.3793484,79.54854,4.559068,1171.32,1341.0532
222.58305,1.5139371,76.46728,5.175789,973.22,1463.6095
228.81229,1.5517575,75.03572,5.352387,963.76,1287.756
234.27344,1.5175254,70.1858,4.9976473,907.19,1283.7775
109.83549,2.731137,87.03753,0.002141485,14.12,904.0699
109.86954,2.7212195,87.79694,0.0023261718,14.12,841.78827
113.93139,2.6017022,88.9791,0.002478353,14.12,1111.6973
119.09321,2.7535534,89.48604,0.002606856,14.12,845.1414
127.58947,3.034827,89.85545,0.002702115,14.12,843.5249
135.67715,3.487087,89.2909,0.0027727243,12.82,970.562
141.71205,3.4315324,89.10978,0.0028356572,12.33,1216.6423
148.25171,3.152745,88.63939,0.002875978,14.17,885.68494
154.9276,2.984394,88.333305,0.0029071397,15.4,903.27454
162.474,3.0921705,87.972885,0.0029430082,15.12,912.49274
171.58688,3.1998367,87.68422,0.002985232,18.55,847.94714
179.0858,2.8384671,82.9754,0.0029537645,18.0,794.0216
186.02539,2.8608785,79.84414,0.0030379803,18.43,1100.8854
182.29927,2.7400913,78.20596,0.0031531597,11.74,1122.6177
177.73941,2.799668,76.740944,0.0032540888,11.79,877.53296
178.11295,2.7386112,74.027374,0.0033000922,12.4,932.43695
180.43289,2.7277768,72.387375,0.0033962817,14.58,760.8566
186.09457,2.4872532,70.18189,0.0035058216,15.01,804.677
192.61174,2.5396554,70.86647,0.0036690303,14.93,1138.054
201.58942,2.7182665,71.5329,0.00380483,13.39,995.1706
207.11667,2.9175677,72.446976,0.0038689042,12.72,977.2682
206.57689,2.8460093,71.699265,0.0036510741,13.44,882.8163
208.1328,2.8000968,70.43385,0.0036119123,13.68,876.6279
214.56671,2.8123915,69.65221,0.0037028687,17.26,1236.5055
219.65627,2.72899,68.97496,0.0038091205,15.42,1093.6527
225.2744,2.526001,67.982475,0.0039263326,16.28,887.8727
231.46768,2.3182604,67.035545,0.004011132,13.39,915.35
237.65337,2.1486716,65.8634,0.004123572,13.93,929.63794
244.18176,2.3091724,64.49281,0.004171071,13.55,1262.7611
250.03903,2.1980822,62.411938,0.004194057,14.38,950.49475
249.62918,1.8398632,52.959938,0.0036294817,16.26,1088.4905
258.6355,1.8018036,52.287903,0.0037068508,17.3,935.5659
80.01521,0.31697124,285.7975,21.65363,17866.68,417.55386
83.1561,0.2686847,272.0814,21.098845,17866.68,454.97507
86.02151,0.22703636,265.72955,19.74676,22235.39,443.111
88.60723,0.2146854,256.3307,18.178402,23898.78,481.63162
90.85097,0.20464048,251.32397,18.527998,21056.74,324.845
92.787994,0.2186964,242.94641,18.89455,25598.14,509.56027
94.54039,0.23825571,235.46675,17.601263,31185.35,437.56897
95.80151,0.25052184,223.67625,12.177898,34091.81,510.7246
96.93698,0.24931763,215.23271,9.298181,37215.04,538.7993
98.21164,0.23596643,204.62616,9.752881,34200.0,524.8562
99.89371,0.21907873,194.29842,9.343337,33475.36,656.68506
102.997665,0.2838388,185.72305,9.684625,32709.67,500.8003
107.31776,0.27492288,178.75262,11.594413,26650.45,296.4898
112.134,0.25834352,170.40697,13.058444,32417.64,437.69666
116.74175,0.18166256,161.80522,15.59779,36276.8,447.5443
120.16028,0.18450683,153.63826,15.5763645,34309.93,354.92398
123.06345,0.19555457,147.07637,19.158648,35901.14,432.42755
126.057945,0.19372368,144.33987,22.471254,32446.24,470.31915
128.82751,0.18180263,141.34612,22.011696,42935.38,429.25052
131.51607,0.14734225,134.66025,24.587774,38065.69,417.44504
133.85347,0.13823144,128.64973,25.899208,42169.39,624.7383
136.45375,0.1397352,122.659035,31.454817,47632.99,653.07056
139.76244,0.17866229,116.346695,33.713123,48687.87,433.5665
143.03435,0.21045882,113.23466,29.031034,45177.19,391.96265
146.27092,0.22041507,110.98914,30.007923,49857.35,446.68317
148.90324,0.22294068,108.06172,29.314672,50921.6,412.42825
151.09648,0.24205288,102.57235,28.507046,63416.48,484.4577
153.55904,0.17073962,98.20784,28.644213,59634.0,442.16797
155.84778,0.25796735,93.35639,27.920797,59634.0,367.29327
158.60466,0.27776453,93.290596,28.56188,59634.0,242.66423
162.83087,0.27800754,86.9205,27.17034,59634.0,468.1097
170.08157,0.30645606,87.49931,28.572466,59634.0,476.0161
175.83908,1.5453901,179.683,2.8391926,4246.0,1157.0663
177.25754,1.5905842,181.3189,2.9057715,4487.0,1200.351
178.93742,1.597447,180.01419,2.8647928,3897.0,1132.3234
180.50444,1.7249889,178.93974,2.6334352,3984.0,1148.168
182.60666,1.554963,176.52654,2.2902355,3619.0,1123.3898
186.27293,1.517842,175.20168,2.0976343,3402.0,1290.2373
189.74965,1.4145999,176.74431,1.9390372,3565.0,1309.531
194.31151,1.4289709,174.51228,1.7733462,3689.6,1231.8765
198.82977,1.4308146,172.35756,1.7363151,3340.3,1267.0883
203.4792,1.5888081,167.8122,1.66968,3418.6,1341.7551
208.80772,1.6085932,159.19264,1.765709,3563.2,1271.3025
213.09224,1.7452973,151.26718,1.7825116,3132.2,1231.8984
217.41954,2.112167,144.37155,2.0768552,3079.2,1339.831
221.04436,2.2948737,136.80344,2.4765565,3384.9,964.65704
225.3,2.134114,128.81349,2.7803364,3301.7,1228.8599
230.79974,1.8014369,124.387184,3.226248,3404.0,1282.2631
236.95436,1.8089169,121.61973,3.8988955,3415.7,1150.1456
244.79912,1.7372364,120.37805,4.5842657,3526.6,1279.4971
252.7496,1.5633796,118.00957,4.7348695,4246.7,1244.941
261.35617,1.4619603,118.244286,4.7490997,3531.8,1363.3025
269.30087,1.4515471,115.45486,4.606742,3692.4,1306.4232
274.7197,1.4560229,112.19575,4.158471,3441.5,1024.2241
279.8999,1.5261091,110.55083,4.4043016,3563.3,1292.8046
283.71463,1.5611831,108.67531,4.5747023,3097.44,1323.1521
288.15372,1.5922205,105.53147,4.57284,3373.22,1373.5446
292.51767,1.5858462,103.77641,4.995492,3777.62,1077.1112
297.55353,1.5872077,99.781555,5.6744323,4361.49,1339.6599
307.0033,1.5553405,95.172745,6.6025887,4624.88,1245.3923
316.08136,1.7311263,93.25857,6.8902254,5279.54,1193.3326
323.37665,1.730264,89.31505,6.102576,4954.46,1281.8682
326.32043,1.7291712,87.678734,6.245586,5566.03,1297.2804
329.19034,1.6432282,81.569016,5.838471,5790.56,1247.4596
210.23814,1.5500578,244.92659,12.660918,9560.49,1058.8652
215.4911,1.3149476,234.5465,14.127604,8529.07,1087.4242
220.71422,2.090895,232.49396,16.631739,9204.0,1025.932
225.70569,2.1599913,228.16373,20.052095,8822.0,722.1305
230.59645,2.1062777,213.78792,23.159998,9186.0,847.9148
235.44536,1.8073432,202.2326,25.057886,9776.0,788.71344
240.76006,1.5382729,191.23064,26.478428,8244.02,911.3866
247.1003,1.4712602,184.4193,27.010519,6712.05,985.3129
253.76097,1.23979,178.07079,28.899473,6516.47,939.2252
259.96246,1.2824342,170.35219,32.008663,5496.04,865.9028
264.80832,1.2373358,161.84499,31.670118,4644.53,912.57733
269.52423,1.1222142,153.80013,28.246538,6297.22,788.48303
275.6611,1.2591652,148.9109,26.522549,6584.48,984.51306
282.4456,1.3971269,143.92961,29.682392,6334.74,862.8831
289.11984,1.4438115,136.70428,28.983454,7179.63,929.9839
293.9691,1.308389,133.81598,31.589375,6479.24,829.93854
296.72504,1.1597131,128.16031,31.39982,6570.44,929.81903
299.48724,1.0561333,123.17965,34.788574,6245.92,862.7577
302.8158,1.2484125,118.6502,35.971813,6355.29,772.61945
307.27396,1.2454734,114.01668,35.6174,5940.6,910.44916
317.6248,1.2016537,107.2132,35.73425,5667.46,855.52954
317.54214,1.2079145,104.50203,32.459236,5575.94,1102.3695
26.128803,0.328037,412.21146,0.3218612,120.32,2487.3076
26.280706,0.37463975,408.62012,0.31844357,132.64,2958.0244
26.422464,0.38746408,403.02182,0.31385925,139.83,2548.6187
26.63331,0.57137096,395.52124,0.30728763,171.09,2710.97
26.924425,0.37772882,381.6926,0.30072588,197.87,2501.03
27.50151,0.34037027,367.69446,0.29219052,237.59,3071.1797
28.18583,0.6032892,352.99255,0.28382286,261.03,3282.302
29.249325,1.4806428,344.3625,0.27724278,260.42,2490.421
30.432177,1.5797191,344.38623,0.27240798,245.65,2859.0786
31.439114,0.72635496,338.72122,0.267083,216.72,3139.7117
32.45607,0.1985393,326.5364,0.26256794,197.68,2818.8694
33.360783,0.30363712,313.9812,0.25262716,182.69,2851.3872
34.50105,0.29996577,305.91986,0.2540189,173.78,2076.949
35.647015,0.5105922,301.66913,0.26038644,282.14,2459.96
36.562363,0.38954368,294.17474,0.26468682,337.71,2290.348
37.5508,0.58263487,278.00583,0.26683888,338.49,2333.2402
38.287212,0.5677016,263.57803,0.2714056,215.14,2623.7412
39.037354,0.5340428,256.79004,0.27985156,139.33,3524.553
39.885708,0.43835184,249.63742,0.28736967,120.85,3781.3193
40.659584,0.36014667,247.733,0.2916136,142.16,2811.7253
41.60318,0.35199997,246.60654,0.29473957,158.8,3585.9402
42.590427,0.41166338,241.87541,0.30120236,174.79,3286.2688
43.585533,0.44105992,237.68367,0.31438947,168.45,3116.1196
44.64488,0.5251235,244.88956,0.32962912,176.16,3020.1228
45.70557,0.5600479,245.09398,0.3379065,186.36,3114.6824
47.019436,0.59776866,244.0903,0.34708706,172.0,2902.8042
48.758728,0.5293999,248.52856,0.35673305,146.95,2732.261
51.09257,0.15813762,237.70946,0.36165455,142.26,3377.1611
53.843006,0.4667088,220.25742,0.36209527,157.04,3071.5662
56.73039,0.44757134,210.02283,0.36378825,216.06,2681.0483
62.06942,0.40456343,190.05174,0.34471542,286.01,3160.126
64.27668,0.39755654,185.34706,0.34068984,288.69,3369.9229
129.26805,7.997743,499.35788,2.51057,2184.51,204.68083
131.8109,8.070571,507.04202,2.4952269,1970.71,522.68225
134.26833,7.8644032,510.61438,2.3760808,1695.53,372.34866
136.68985,7.563427,499.06705,2.2108717,2044.07,273.68848
139.23204,6.7828474,470.7068,2.026853,2518.2,472.80093
141.8212,6.6176205,460.91562,1.9087998,2030.77,220.96979
144.46794,6.1800203,447.79828,1.8129048,2417.19,402.0558
147.1484,6.1076946,451.56192,1.7602094,2224.09,345.51437
149.5793,5.479526,445.25937,1.7052855,1731.13,324.66547
152.02983,5.1042976,420.58426,1.6281073,1238.18,244.35149
154.65475,5.2730684,401.06863,1.5618633,745.22,381.80164
157.48062,5.397854,382.4795,1.5022569,864.51,408.45685
160.51814,5.4886494,366.78415,1.4943047,1060.57,354.56696
163.65526,5.076706,349.1161,1.5030718,796.43,417.1494
167.0484,4.5614057,320.43625,1.4912016,717.3,416.45984
170.4548,3.9061472,301.83627,1.5129108,678.16,274.0947
173.4637,3.8979936,291.21136,1.5544677,861.02,326.00586
176.32869,3.4903572,277.2303,1.5750787,534.89,327.9607
179.2232,3.747216,264.75156,1.6034847,477.75,211.82497
182.08315,3.567416,257.56183,1.6475922,728.61,443.7978
184.83609,4.064773,255.43733,1.7049953,632.48,286.87213
187.71571,3.9054735,247.21071,1.708409,1324.62,406.91058
191.29959,4.0321965,236.65062,1.7211086,1266.21,566.6676
195.6354,4.033009,227.49753,1.7471845,1119.52,290.62527
200.48878,3.9194622,219.86003,1.7756715,1094.92,340.4421
205.49496,3.973059,214.09912,1.8115622,1056.71,386.31305
209.99539,3.6839874,203.96953,1.8415654,1141.74,276.19055
214.28416,3.756657,202.46518,1.897549,1162.69,289.8177
218.87076,3.8445916,196.86203,1.9468584,1183.61,436.0725
224.34596,3.827155,192.87067,2.0086384,1230.77,616.0039
239.0628,3.6262674,180.55498,1.931187,1190.58,437.4173
244.58018,3.597214,172.52719,1.9227827,1104.02,300.84076
136.41197,1.3811684,186.08128,4.878711,5650.0,842.59906
141.35913,1.5796331,182.85362,5.0949874,4628.0,679.183
145.92937,1.567186,181.93831,5.3584166,4566.0,679.43933
149.71579,1.9440321,179.9078,5.2502093,4103.0,795.3834
152.80783,2.0250297,172.82277,5.073605,3922.0,848.96484
154.82559,2.4260902,168.49088,5.4159617,5043.0,691.5525
156.83109,2.5517821,161.95776,5.001446,3672.0,561.79553
159.22838,2.5555367,152.9322,4.3689027,3679.0,671.6425
161.7816,2.7101734,145.44337,4.017431,3623.0,906.7091
164.56317,2.4739513,143.70319,4.3862357,2867.0,935.03326
167.0574,2.2695541,134.43631,4.7511873,3174.0,847.54553
170.81221,2.007208,132.80917,5.3233333,3311.0,840.2585
176.05208,2.2547188,129.60046,6.8333125,2868.0,872.804
181.73407,2.3033135,124.77469,7.5754137,2954.0,666.75323
187.20027,1.9907451,117.80758,7.9680986,2899.0,837.38983
191.21646,1.9317552,110.13654,8.839814,3246.0,703.6467
194.32654,1.8969364,105.95062,10.374402,3212.0,861.4709
197.465,2.1153631,101.45358,11.068513,3336.0,917.5121
200.88803,1.8919423,95.371086,10.907355,4145.0,815.2575
204.79659,1.9587654,91.224945,11.693121,2836.0,792.0068
209.36523,1.9001019,87.04097,11.822412,3894.0,774.97284
216.97037,1.9611601,80.89261,11.047302,4549.75,800.2204
228.24965,2.1894488,76.83155,10.983486,5959.62,881.1772
241.44223,2.2963932,73.61907,11.308993,4197.1,733.3232
254.3862,2.1858046,70.220856,11.328492,1821.89,853.61584
264.9863,1.9325575,68.368675,10.878154,2583.75,962.9953
273.94965,1.6554698,66.50622,10.5056715,2586.88,753.78033
282.90958,1.4946498,63.738182,11.157279,2706.11,925.9954
291.7772,1.8104715,62.268795,11.584301,2646.13,650.0155
299.92038,1.7551244,59.997353,11.471244,2660.87,941.4722
302.85297,1.6798437,57.577415,11.399859,3167.46,835.8943
301.57172,1.6572753,56.231777,11.729352,2974.53,821.4956
122.64775,2.0257037,278.62088,0.7583796,2014.0,1071.7999
128.34842,1.9639359,270.53613,0.79214734,2014.0,994.6254
133.46669,1.7682184,264.12375,0.8363878,2014.0,1115.7389
137.41429,1.8074595,263.9542,0.8031427,2014.0,1124.9807
140.36084,1.8131037,257.7894,0.7643663,2014.0,1202.7144
142.32953,1.8220369,254.21758,0.7543664,2152.0,1020.6077
143.09209,1.7086823,244.08409,0.7039437,1577.0,1032.681
143.28148,1.501968,234.3004,0.6444263,2201.0,1099.8889
143.08623,1.7665734,227.51334,0.64394325,2257.0,1259.9609
142.9473,1.8471532,220.42772,0.68756706,1930.0,1181.6694
143.36848,1.7343932,208.49492,0.75272137,1942.21,1202.303
145.94658,1.5031177,192.25702,0.7884913,2333.67,904.6849
151.04832,1.4306359,181.56638,0.8426234,2614.27,1285.4817
157.16376,1.3397719,169.60413,0.9181754,2719.41,944.67303
162.91765,1.1350211,160.58556,0.9875445,2978.49,1033.8684
167.03056,1.0263131,150.28621,1.1255552,2624.89,1026.7563
169.89024,0.9472983,143.05705,1.3300848,2766.64,1152.6091
172.94997,1.0262854,136.62105,1.5934167,3083.02,1082.4647
176.28085,0.87508166,129.74751,1.595265,2790.17,1214.7668
179.73006,0.866646,123.637436,1.5735819,2268.1,1332.818
183.26147,0.67834836,114.749886,1.4671304,2529.2,918.2538
187.12323,0.73072135,112.05908,1.3014041,3713.76,1133.7546
191.63206,0.7740399,108.23513,1.2955921,2801.78,1142.706
196.95168,0.7559492,104.157364,1.3834099,2913.01,1032.3745
202.92044,0.38879848,98.80322,1.4254384,3353.14,1204.0597
209.35484,0.32457817,96.848816,1.4737008,3503.61,1278.5177
216.58195,0.28191093,94.63426,1.4962543,3112.53,1039.1006
224.9725,0.3268287,88.824875,1.473116,2942.02,1063.9592
234.43198,0.26486713,85.45415,1.4643284,2651.36,1056.1262
244.1069,0.22699928,81.16232,1.4449631,2971.77,1193.9227
258.60992,0.18656866,74.47215,1.3750551,2909.82,1285.2833
259.36514,0.15056528,68.44124,1.3069277,3090.94,1103.3082
163.75142,3.5639992,167.73325,3.4689565,2491.0,177.80138
167.58768,3.5537062,173.348,3.8048656,2491.0,316.27585
171.27296,3.472285,176.9122,4.096111,2491.0,310.45944
175.07816,3.3577244,173.21712,3.7744586,2491.0,167.85759
178.9441,2.9796154,168.43333,3.9057007,2491.0,304.1831
182.90665,2.6216319,156.21394,4.169271,2491.0,151.52884
186.49681,2.2398872,143.06372,3.6099966,2491.0,212.58153
190.87282,2.2553368,136.17851,3.6354213,2491.0,251.56364
195.31992,2.2182374,134.4435,4.568365,2491.0,184.2678
199.37337,2.5150337,124.49332,6.1014905,2975.02,113.1913
203.18738,2.3643692,118.86192,6.8305163,3459.04,201.2547
206.29955,2.4267578,114.55564,6.9173975,3943.05,153.37482
210.01984,2.4909375,111.42571,7.3770967,4427.07,258.3282
213.58128,2.6178303,106.41628,7.8373847,4911.09,232.04172
216.6684,2.4321775,102.77704,8.003172,5395.11,205.9252
219.54953,2.3514905,98.776344,8.643881,5879.13,175.85945
218.0639,2.3155754,94.87792,9.628011,6363.14,186.46529
212.02608,2.372936,91.0246,11.340158,6847.16,185.00346
203.91095,2.2753866,84.25516,12.5784,7331.18,157.25111
197.29546,2.183751,79.522224,12.731474,6650.0,194.83806
196.22945,2.1486094,76.88449,13.407443,6753.0,168.28714
200.83612,2.2102878,75.80466,12.75716,6124.0,221.57901
208.94373,2.1478448,72.77991,13.389382,6009.0,244.81314
217.99046,2.0705574,70.49683,13.77388,6005.0,213.67062
226.43565,1.9559468,67.97079,13.58246,6335.0,184.35982
233.2491,1.9113448,66.98851,13.888717,6367.0,234.44064
